name	drugbank-id	type	atc	cas	rxcui	unii	uniprot_kb	drugbank-id-2	synonyms	InChI
Insulin glulisine	DB01309	biotech	A10AB06	207748-29-6	400008	7XIY785AZD	P01859		Insulin glulisine | Insulin Glulisine (recombinant DNA origin) | Insulin glulisine recombinant | Insulina glulisina	
Fosamprenavir	DB01319	small molecule	J05AE07	226700-79-4	358262	WOU1621EEG	P01859		FOS-APV | Fosamprenavir	MLBVMOWEQCZNCC-OEMFJLHTSA-N
Fosphenytoin	DB01320	small molecule	N03AB05	93390-81-9	72236	B4SF212641	P01859		(3-Phosphoryloxymethyl)phenytoin | Fosfenitoina | Fosphenytoin | Fosphenytoine | Fosphenytoinum	XWLUWCNOOVRFPX-UHFFFAOYSA-N
Josamycin	DB01321	small molecule	J01FA07	16846-24-5	6084	HV13HFS217	P01859		JM | Josamicina | Josamycin | Josamycine | Josamycinum | Kitasamycin A3 | Leucomycin A3 | leucomycin V 3-acetate 4B-(3-methylbutanoate) | leucomycin V 3-acetate 4β-(3-methylbutanoate) | Turimycin A5	XJSFLOJWULLJQS-NGVXBBESSA-N
Kava	DB01322	small molecule		9000-38-8	285228	BOW48C81XP	P01859			OMNGEVNATYFZGG-BQYQJAHWSA-N
St. John's Wort	DB01323	biotech	N06AX25	84082-80-4	1310069	UFH8805FKA	P01859		Common st johnswort flowering top | Common st. john's wort flowering top | Common st. john's wort herb | Common st. johnswort flowering top | Guanyejinsitao | Hyperici herba | Hypericum nachitschevanicum flowering top | Hypericum perforatum flowering top | Hypoxis hemerocallidea root extract | Klamath weed flowering top | Klamathweed flowering top | Saint johns wort | St john's wort | St Johns Wort | St. john’s wort | St. johns wort | St. johnswort flowering top	
Polythiazide	DB01324	small molecule	C03AA05	346-18-9	8565	36780APV5N	P01859		Polythiazide	CYLWJCABXYDINA-UHFFFAOYSA-N
Quinethazone	DB01325	small molecule	G01AE10	73-49-4	59743	455E0S048W	P01859		Chinetazone | Quinetazona | Quinethazon | Quinethazone | Quinethazonum	AGMMTXLNIQSRCG-UHFFFAOYSA-N
Cefamandole	DB01326	small molecule	J01DC03	34444-01-4	2178	5CKP8C2LLI	P01859		(6R,7R)-7-(R)-Mandelamido-3-(((1-methyl-1H-tetrazol-5-yl)thio)methyl)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-carboxylic acid | (6R,7R)-7-{[(2R)-2-hydroxy-2-phenylacetyl]amino}-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid | Cefadole | Cefamandol | Céfamandole | Cefamandole | Cefamandolum | Cephadole | Cephamandole | L-Cefamandole	OLVCFLKTBJRLHI-AXAPSJFSSA-N
Cefazolin	DB01327	small molecule	J01DB04	25953-19-9	2180	IHS69L0Y4T	P01859		(6R,7R)-3-{[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanyl]methyl}-8-oxo-7-[(1H-tetrazol-1-ylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid | Cefamezin | Cefazolin | Cefazolina | Cefazoline | Cefazolinum | Cephamezine | Cephazolidin | Cephazolin | Cephazoline | CEZ	MLYYVTUWGNIJIB-BXKDBHETSA-N
Cefonicid	DB01328	small molecule	J01DC06	61270-58-4	2183	6532B86WFG	P01859		(6R,7R)-7-{[(2R)-2-hydroxy-2-phenylacetyl]amino}-8-oxo-3-({[1-(sulfomethyl)-1H-tetrazol-5-yl]sulfanyl}methyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid | Cefonicid | Cefonicido | Cefonicidum	DYAIAHUQIPBDIP-AXAPSJFSSA-N
Cefoperazone	DB01329	small molecule	J01DD12	62893-19-0	2184	7U75I1278D	P01859		(6R,7R)-7-((R)-2-(4-Ethyl-2,3-dioxo-1-piperazinylcarboxamido)-2-(4-hydroxyphenyl)acetamido)-3-((1-methyl-1H-tetrazol-5-yl)thiomethyl)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-en-2-carbonsaeure | (6R,7R)-7-[[2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-(4-hydroxyphenyl)acetyl]amino]-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid | Cefoperazone | Cefoperazono | Cefoperazonum	GCFBRXLSHGKWDP-XCGNWRKASA-N
Cefotetan	DB01330	small molecule	J01DC05	69712-56-7	2187	48SPP0PA9Q	P01859		(6R,7S)-7-(4-(carbamoylcarboxymethylene)-1,3-dithiethane-2-carboxamido)-7-methoxy-3-(((1-methyl-1H-tetrazol-5- yl)thio)methyl)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2- carboxylic acid | Cefotetan | Cefotetanum	SRZNHPXWXCNNDU-IXOPCIAXSA-N
Cefoxitin	DB01331	small molecule	J01DC01	35607-66-0	2189	6OEV9DX57Y	P01859	EXPT00897	(6R,7S)-4-[(carbamoyloxy)methyl]-7-methoxy-8-oxo-7-[(thiophen-2-enyl)acetamido]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid | Cefoxitin | Cefoxitina | Cefoxitine | Cefoxitinum | Ceftoxitin | Cephoxitin | CFX | Rephoxitin	WZOZEZRFJCJXNZ-ZBFHGGJFSA-N
Ceftizoxime	DB01332	small molecule	J01DD07	68401-81-0	2192	C43C467DPE	P01859		7-[2-(2-Amino-thiazol-4-yl)-2-methoxyimino-acetylamino]-8-oxo-5-thia-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid | Ceftizoxima | Ceftizoxime | Ceftizoximum | syn-7-(2-(2-Amino-4-thiazolyl)-2-methoxyiminoacetamido)-3-cephem-4-carboxylic acid	NNULBSISHYWZJU-LLKWHZGFSA-N
Cefradine	DB01333	small molecule	J01DB09	38821-53-3	2239	9YA6SX5S4D	P01859		(6R,7R)-7-((R)-2-Amino-2-(1,4-cyclohexadien-1-yl)acetamido)-3-methyl-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid | (6R,7R)-7-{[(2R)-2-amino-2-cyclohexa-1,4-dien-1-ylacetyl]amino}-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid | 7-(D-2-Amino-2-(1,4-cyclohexadienyl)acetamide)desacetoxycephalosporanicacid | CED | Cefradina | Cefradine | Cefradinum | Cephradin | Cephradine	RDLPVSKMFDYCOR-UEKVPHQBSA-N
Metocurine	DB01336	small molecule		5152-30-7	29950	V0M92G2U26	P01859		Dimethylchondrocurarine | O,O-Dimethylchondrocurarine	JFXBEKISTKFVAB-AJQTZOPKSA-N
Pancuronium	DB01337	small molecule	M03AC01	16974-53-1	7883	J76UF062FS	P01859		Pancuronium	GVEAYVLWDAFXET-XGHATYIMSA-N
Pipecuronium	DB01338	small molecule	M03AC06	68399-58-6	33742	1N3O74HM92	P01859		Pipecurium | Pipecuronium	OWWLUIWOFHMHOQ-XGHATYIMSA-N
Vecuronium	DB01339	small molecule	M03AC03	86029-43-8	71535	5438723848	P01859		Vecuronio | Vecuronium cation	BGSZAXLLHYERSY-XQIGCQGXSA-N
Cilazapril	DB01340	small molecule	C09BA08	88768-40-5	21102	8Q9454114Q	P01859		Cilazapril | Cilazapril anhydrous | Cilazaprilum	HHHKFGXWKKUNCY-FHWLQOOXSA-N
Dihydroquinidine barbiturate	DB01341	small molecule								
Forasartan	DB01342	small molecule		145216-43-9		065F7WPT0B			forasartán | Forasartan	YONOBYIBNBCDSJ-UHFFFAOYSA-N
Tolevamer	DB01344	small molecule	V03AE01	28210-41-5	1546436	ZSL2FB6GXN		DB06658	poly(styrene-4-sulfonic acid) | Polystyrene sulfonate | Polystyrene sulfonic acid | polystyrenesulfonic acid | Tolevamer	
Potassium cation	DB01345	small molecule		24203-36-9	1318915	295O53K152			Potassium (ion) | Potassium ion | potassium(1+) | potassium(1+) ion | potassium(I) cation	NPYPAHLBTDXSSS-UHFFFAOYSA-N
Quinidine barbiturate	DB01346	small molecule			1318915					YHRUERMOPBDCFD-UHFFFAOYSA-N
Saprisartan	DB01347	small molecule		146623-69-0	1318915	HS64NG1G69			Saprisartan	DUEWVPTZCSAMNB-UHFFFAOYSA-N
Spirapril	DB01348	small molecule	C09AA11	83647-97-6	36908	96U2K78I3V			Espirapril | Spirapril | Spiraprilum	HRWCVUIFMSZDJS-SZMVWBNQSA-N
Tasosartan	DB01349	small molecule	C09CA05	145733-36-4	36908	48G92V856H			Tasosartan	ADXGNEYLLLSOAR-UHFFFAOYSA-N
Amobarbital	DB01351	small molecule	N05CA02	57-43-2	719	GWH6IJ239E			5-ethyl-5-(3-methylbutyl)-2,4,6(1H,3H,5H)-pyrimidinetrione | 5-ethyl-5-(3-methylbutyl)barbituric acid | 5-ethyl-5-isoamylbarbituric acid | 5-ethyl-5-isopentylbarbituric acid | Amobarbital | Amobarbitale | Amylobarbitone | Barbamil | Barbamyl	VIROVYVQCGLCII-UHFFFAOYSA-N
Aprobarbital	DB01352	small molecule	N05CA05	77-02-1	17381	Q0YKG9L6RF			5-(1-methylethyl)-5-(2-propenyl)-2,4,6(1H,3H,5H)-pyrimidinetrione | 5-allyl-5-isopropylbarbituric acid | 5-allyl-5-isopropylpyrimidine-2,4,6(1H,3H,5H)-trione | 5-isopropyl-5-allylbarbituric acid | Allypropymal | Aprobarbital | Aprobarbitale | Aprobarbitalum	UORJNBVJVRLXMQ-UHFFFAOYSA-N
Butobarbital	DB01353	small molecule	N05CA03	77-28-1	19874	OHZ8QAW6YC			Butethal | Butobarbital | Butobarbitone	STDBAQMTJLUMFW-UHFFFAOYSA-N
Heptabarbital	DB01354	small molecule	N05CA11	509-86-4	19874	V10R70ML23			Heptabarb | Heptabarbe | Heptabarbital | Heptabarbitone | Heptabarbo | Heptabarbum	PAZQYDJGLKSCSI-UHFFFAOYSA-N
Hexobarbital	DB01355	small molecule	N01AF02	56-29-1	5302	AL8Z8K3P6S		EXPT03301	5-(1-cyclohexen-1-yl)-1,5-dimethyl-2,4,6(1H,3H,5H)-pyrimidinetrione | 5-(1-cyclohexen-1-yl)-1,5-dimethylbarbituric acid | 5-Cyclohex-1-enyl-1,5-dimethyl-pyrimidine-2,4,6-trione | Hexobarbital | Hexobarbitone | Methexenyl | Methylhexabital	UYXAWHWODHRRMR-UHFFFAOYSA-N
Lithium cation	DB01356	small molecule		7439-93-2	1546265	8H8Z5UER66			Li(+) | Lithium ion | Lithium, ion | Lithium, ion (li1+)	HBBGRARXTFLTSG-UHFFFAOYSA-N
Mestranol	DB01357	small molecule		72-33-3	6782	B2V233XGE7			Mestranol	IMSSROKUHAOUJS-MJCUULBUSA-N
Penbutolol	DB01359	small molecule	C07CA23	38363-40-5	7973	78W62V43DY			(2S)-1-(tert-butylamino)-3-(2-cyclopentylphenoxy)propan-2-ol | Penbutolol | Penbutololum	KQXKVJAGOJTNJS-HNNXBMFYSA-N
Iohexol	DB01362	small molecule	V08AB02	66108-95-0	5956	4419T9MX03			Iohexol | Iohexolum | N,N'-Bis(2,3-dihydroxypropyl)-5-(N-(2,3-dihydroxypropyl)acetamido)-2,4,6-triiodoisophthalamide	NTHXOOBQLCIOLC-UHFFFAOYSA-N
Ephedra sinica root	DB01363	biotech			1724424	D0P20CT40D			Cao ma huang root | Chinese ephedra root (ephedra sinica) | Chinese jointfir | Ephedra | Ephedra ma-huang root | Ephedra root (ephedra sinica) | Ephedra sinica root | Ephedrae radix | Hemp yellow root | Ma huang gen (ephedra sinica) | Mahuanggen (ephedra sinica)	
Ephedrine	DB01364	small molecule	S01FB02	299-42-3	3966	GN83C131XS			(-)-Ephedrine | (1R,2S)-1-Phenyl-1-hydroxy-2-methylaminopropane | Efedrina | Ephedrine | L-Ephedrine | L-erythro-2-(Methylamino)-1-phenylpropan-1-ol | L(−)-ephedrine	KWGRBVOPPLSCSI-WPRPVWTQSA-N
Mephentermine	DB01365	small molecule	C01CA11	100-92-5	6756	TEZ91L71V4			Mefentermina | Mephentermine | Mephenterminum	RXQCGGRTAILOIN-UHFFFAOYSA-N
Procaterol	DB01366	small molecule	R03CC08	72332-33-3	34530	X7I3EMM5K0			Procaterol | Procaterolo | Procaterolum	FKNXQNWAXFXVNW-WBMJQRKESA-N
Rasagiline	DB01367	small molecule	N04BD02	136236-51-6	134748	003N66TS6T		EXPT02758	(1R)-N-propargylindan-1-amine | (R)-indan-1-yl-prop-2-ynyl-amine | (R)-N-2-Propynyl-1-indanamine | RAS | Rasagilina | Rasagiline	RUOKEQAAGRXIBM-GFCCVEGCSA-N
Quinupristin	DB01369	small molecule		120138-50-3	229367	23OW28RS7P			Quinupristin	WTHRRGMBUAHGNI-LCYNINFDSA-N
Aluminium	DB01370	small molecule		7429-90-5	1311504	CPD4NFA903		DB11314	Al | Aluminio | Aluminium | Aluminium atom | Aluminium metallicum | Aluminum | Aluminum metal | Aluminum powder | Metallic aluminum	XAGFODPZIPBFFR-UHFFFAOYSA-N
Calcium	DB01373	small molecule	M05BB01	7440-70-2	1895	SY7Q814VUP			Calcio | Calcium, elemental | Elemental calcium | Kalzium	OYPRJOBELJOOCE-UHFFFAOYSA-N
Aluminium monostearate	DB01375	small molecule		7047-84-9	1895	P9BC99461E			Aluminium, dihydroxide stearate | Aluminum monostearate | Aluminum stearate 300 | Dibasic aluminium stearate | Dibasic aluminum stearate | Dihydroxy(stearato)aluminium | Dihydroxy(stearato)aluminum | Dihydroxyaluminum stearate	UGMCXQCYOVCMTB-UHFFFAOYSA-K
Magnesium oxide	DB01377	small molecule	A02AA02	1309-48-4	6582	3A3U0GI71G			Magnesia | Magnesium oxide	AXZKOIWUVFPNLO-UHFFFAOYSA-N
Magnesium cation	DB01378	small molecule		22537-22-0	1426853	T6V3LHY838			Magnesium ion | Magnesium, ion(Mg2+)	JLVVSXFLKOJNIY-UHFFFAOYSA-N
Cortisone acetate	DB01380	small molecule		50-04-4	21655	883WKN7W8X			Cortisone 21-acetate | Cortisone acetate | Cortone acetate	ITRJWOMZKQRYTA-RFZYENFJSA-N
Ginkgo biloba	DB01381	biotech	N06DX02	90045-36-6	236809	19FUJ2C58T			Common ginkgo leaf | Ginkgo | Ginkgo biloba extract | Ginkgo biloba leaf | Ginkgo biloba leaf dry extract | Ginkgo biloba leaf tincture | Ginkgo extract | Ginkgo folium | Ginkgo leaf | Ginkgo macrophylla leaf | Maidenhair extract | Maidenhair tree leaf | Pterophyllus salisburiensis leaf | Salisburia adiantifolia leaf | Salisburia biloba leaf | Salisburia ginkgo leaf | Salisburia macrophylla leaf | Tanakan | Yinxingye	
Glymidine	DB01382	small molecule	A10BC01	339-44-6	102848	4C5I4BQZ8F			Glidiazine | Glycodiazine | Glymidine | Glymidinum	QFWPJPIVLCBXFJ-UHFFFAOYSA-N
Paramethasone	DB01384	small molecule	H02AB05	53-33-8	7910	VFC6ZX3584			Parametasona | Parametasone | Paramethasone | Paramethasonum	MKPDWECBUAZOHP-AFYJWTTESA-N
Mibefradil	DB01388	small molecule	C08CX01	116644-53-2	83213	27B90X776A			Mibefradil	HBNPJJILLOYFJU-VMPREFPWSA-N
Sodium bicarbonate	DB01390	small molecule	B05CB04	144-55-8	36676	8MDF5V39QO			Baking soda | Bicarbonate of soda | Carbonic acid monosodium salt | NaHCO3 | Natriumhydrogenkarbonat | Sodio bicarbonato | Sodium acid carbonate | Sodium bicarbonate | Sodium hydrogen carbonate | Sodium hydrogencarbonate	UIIMBOGNXHQVGW-UHFFFAOYSA-M
Yohimbine	DB01392	small molecule	G04BE04	146-48-5	220982	2Y49VWD90Q			(+)-yohimbine | (16α,17α)-17-hydroxyyohimban-16-carboxylic acid methyl ester | 17α-hydroxyyohimban-16α-carboxylic acid methyl ester | Johimbin | Quebrachin | Yohimbic acid methyl ester | Yohimbin | Yohimbine | Yohimbinum	BLGXFZZNTVWLAY-SCYLSFHTSA-N
Bezafibrate	DB01393	small molecule	C10AB02	41859-67-0	1525	Y9449Q51XH		DB08380	2-(p-(2-(p-Chlorobenzamido)ethyl)phenoxy)-2-methylpropionic acid | Bezafibrate | Bezafibrato | Bezafibratum	IIBYAHWJQTYFKB-UHFFFAOYSA-N
Colchicine	DB01394	small molecule	M04AC01	64-86-8	2683	SML2Y3J35T			Colchicin | Colchicina | Colchicine | Colchicinum	IAKHMKGGTNLKSZ-INIZCTEOSA-N
Drospirenone	DB01395	small molecule	G03AA18	67392-87-4	11636	N295J34A25			1,2-Dihydrospirorenone | 6β,7β;15β,16β-Dimethylene-3-oxo-17α-pregn-4-ene-21,17-carbolactone | Dehydrospirorenone | Drospirenona | Drospirenone | Drospirénone | Drospirenonum | DRSP	METQSPRSQINEEU-HXCATZOESA-N
Digitoxin	DB01396	small molecule	C01AA04	71-63-6	3403	E90NZP2L9U			Digitoksin | Digitoxin | Digitoxina | Digitoxine | Digitoxinum | Digitoxoside	WDJUZGPOPHTGOT-XUDUSOBPSA-N
Magnesium salicylate	DB01397	small molecule		18917-89-0	52364	JQ69D454N1			Magnesium salicylate | Magnesium salicylate anhydrous	MQHWFIOJQSCFNM-UHFFFAOYSA-L
Salsalate	DB01399	small molecule	N02BA06	552-94-3	36108	V9MO595C9I			2-Carboxyphenyl salicylate | Disalicylic acid | Disalicylsäure | O-Salicylcylsalicylsäure | o-Salicylsalicylic acid | Salicylic acid bimolecular ester | Salicyloxysalicylic acid | Salicyloylsalicylic acid | Salicylsalicylic acid | Salsalate | Salsalato | Salsalatum | Sasapyrin | Sasapyrine | Sasapyrinum	WVYADZUPLLSGPU-UHFFFAOYSA-N
Neostigmine	DB01400	small molecule	N07AA01	59-99-4	7315	3982TWQ96G			(m-Hydroxyphenyl)trimethylammonium dimethylcarbamate | 3-Trimethylammoniumphenyl N,N-dimethylcarbamate | Eustigmin | Eustigmine | m-Trimethylammoniumphenyldimethylcarbamate | Neostigmina	ALWKGYPQUAPLQC-UHFFFAOYSA-N
Choline magnesium trisalicylate	DB01401	small molecule		64425-90-7	215799					FQCQGOZEWWPOKI-UHFFFAOYSA-K
Methotrimeprazine	DB01403	small molecule	N05AA02	60-99-1	6852	9G0LAW7ATQ			(-)-(2R)-3-(2-methoxy-10H-phenothiazin-10-yl)-N,N,2-trimethylpropan-1-amine | (-)-10-(3-(Dimethylamino)-2-methylpropyl)-2-methoxyphenothiazine | 2-Methoxytrimeprazine | Levomepromazina | Levomepromazine | Lévomépromazine | Levomepromazinum | Methotrimeprazine	VRQVVMDWGGWHTJ-CQSZACIVSA-N
Ginseng	DB01404	biotech		50647-08-0	325526	CUQ3A77YXI			Aralia ginseng root | Asian ginseng root | Chinese ginseng root | Ginseng (panax ginseng) | Ginseng extract | Ginseng, asian | Hong shen root | Insam root | Korean ginseng | Korean ginseng root | Ninjin root | Panax ginseng | Panax ginseng root | Panax ginseng root extract | Panax schinseng root | Panax verus root | Red ginseng | Ren seng root | Ren shen | Ren shen root | True ginseng root	
Temafloxacin	DB01405	small molecule	J01MA05	108319-06-8	37771	1WZ12GTT67			Temafloxacin | Temafloxacina | Temafloxacine | Temafloxacinum	QKDHBVNJCZBTMR-UHFFFAOYSA-N
Danazol	DB01406	small molecule	G03XA01	17230-88-5	3102	N29QWW3BUO			Danazol | Danazolum	POZRVZJJTULAOH-LHZXLZLDSA-N
Clenbuterol	DB01407	small molecule	R03CC13	37148-27-9	2580	XTZ6AXU7KN			(±)-clenbuterol | 1-(4-Amino-3,5-dichloro-phenyl)-2-tert-butylamino-ethanol | 4-amino-3,5-dichloro-α-(((1,1-dimethylethyl)amino)methyl)benzenemethanol | 4-amino-α-((tert-butylamino)methyl)-3,5-dichlorobenzyl alcohol | Clenbuterol | Clenbutérol | Clenbuterolum	STJMRWALKKWQGH-UHFFFAOYSA-N
Bambuterol	DB01408	small molecule	R03CC12	81732-65-2	18751	Y1850G1OVC			(±)-5-(2-(tert-butylamino)-1-hydroxyethyl)-m-phenylene bis(dimethylcarbamate) | bambutérol | Bambuterol | Bambuterolum	ANZXOIAKUNOVQU-UHFFFAOYSA-N
Tiotropium	DB01409	small molecule	R03AL06	186691-13-4	69120	0EB439235F				LERNTVKEWCAPOY-DZZGSBJMSA-N
Ciclesonide	DB01410	small molecule	R03BA08	126544-47-6	274964	S59502J185			Ciclesonida | Ciclesonide	LUKZNWIVRBCLON-GXOBDPJESA-N
Pranlukast	DB01411	small molecule	R03DC02	103177-37-3	274964	TB8Z891092			Pranlukast	NBQKINXMPLXUET-UHFFFAOYSA-N
Theobromine	DB01412	small molecule	C03BD01	83-67-0	10437	OBD445WZ5P			3,7-dihydro-3,7-dimethyl-1H-purine-2,6-dione | 3,7-dimethylpurine-2,6-dione | 3,7-dimethylxanthine | Theobromin | Théobromine | Theobromine	YAPQBXQYLJRXSA-UHFFFAOYSA-N
Cefepime	DB01413	small molecule	J01DE01	88040-23-7	20481	807PW4VQE3			(6R,7R)-7-{[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-3-[(1-methylpyrrolidinium-1-yl)methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate | Cefepima | Cefepime | Cefepimum	HVFLCNVBZFFHBT-ZKDACBOMSA-N
Cefacetrile	DB01414	small molecule	J01DB10	10206-21-0	20481	FDM21QQ344			Cefacetrile | Cefacetrilo | Cefacetrilum | Cephacetrile	RRYMAQUWDLIUPV-BXKDBHETSA-N
Ceftibuten	DB01415	small molecule	J01DD14	97519-39-6	20492	IW71N46B4Y			(+)-(6R,7R)-7-((Z)-2-(2-amino-4-thiazolyl)-4-carboxycrotonamido)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid | Ceftibuten | Ceftibutene | Ceftibuteno | Ceftibutenum | cis-ceftibuten	UNJFKXSSGBWRBZ-BJCIPQKHSA-N
Cefpodoxime	DB01416	small molecule	J01DD13	80210-62-4	20489	7R4F94TVGY			Cefpodoxima | Cefpodoxime | Cefpodoximum	WYUSVOMTXWRGEK-HBWVYFAYSA-N
Acenocoumarol	DB01418	small molecule	B01AA07	152-72-7	154	I6WP63U32H			3-(alpha-(4'-Nitrophenyl)-beta-acetylethyl)-4-hydroxycoumarin | 3-(alpha-(p-Nitrophenol)-beta-acetylethyl)-4-hydroxycoumarin | 3-(alpha-Acetonyl-4-nitrobenzyl)-4-hydroxycoumarin | 3-(alpha-Acetonyl-p-nitrobenzyl)-4-hydroxycoumarin | 3-(alpha-p-Nitrophenyl-beta-acetylethyl)-4-hydroxycoumarin | 4-Hydroxy-3-(1-(4-nitrophenyl)-3-oxobutyl)-2H-1-benzopyran-2-one | 4-Hydroxy-3-[1-(4-nitrophenyl)-3-oxobutyl]-2H-chromen-2-one | Acenocoumarin | Acénocoumarol | Acenocoumarol | Acenocoumarolum | Acenocumarol | Acenocumarolo | Acenokumarin | Nicoumalone | Nicumalon | Nitrophenylacetylethyl-4-hydroxycoumarine | Nitrovarfarian | Nitrowarfarin	VABCILAOYCMVPS-UHFFFAOYSA-N
Antrafenine	DB01419	small molecule		55300-29-3	154	21FS93Y6OE			Antrafenine	NWGGKKGAFZIVBJ-UHFFFAOYSA-N
Testosterone propionate	DB01420	small molecule		57-85-2	10382	WI93Z9138A		DBSALT001032	Testosterone propionate	PDMMFKSKQVNJMI-BLQWBTBKSA-N
Paromomycin	DB01421	small molecule	A07AA06	7542-37-2	7934	61JJC8N5ZK			(1R,2R,3S,4R,6S)-4,6-diamino-2-{[3-O-(2,6-diamino-2,6-dideoxy-beta-L-idopyranosyl)-beta-D-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-alpha-D-glucopyranoside | Aminosidin | Aminosidine | Catenulin | Crestomycin | Estomycin | Hydroxymycin | Monomycin A | Neomycin E | Paromomicina | Paromomycin | Paromomycin I | Paromomycine | Paromomycinum | Paucimycin | Paucimycinum | Zygomycin A1	UOZODPSAJZTQNH-LSWIJEOBSA-N
Nitroxoline	DB01422	small molecule	J01XX07	4008-48-4	31901	A8M33244M6			5-Nitro-8-hydroxyquinoline | 5-Nitro-8-oxyquinoline | 5-Nitro-8-quinolinol | 5-Nitrox | 5-NOK | 5NOK | 8-Hydroxy-5-nitroquinoline | Nitroxolina | Nitroxoline | Nitroxolinum	RJIWZDNTCBHXAL-UHFFFAOYSA-N
Stepronin	DB01423	small molecule	R05CB11	72324-18-6	2375829	0NOY894QRB			Stepronin | Stepronine | Stepronino | Steproninum | Tiofacic	JNYSEDHQJCOWQU-UHFFFAOYSA-N
Aminophenazone	DB01424	small molecule	N02BB53	58-15-1	695	01704YP3MO			(Dimethylamino)phenazone | 1-Phenyl-2,3-dimethyl-4-(dimethylamino)-5-pyrazolone | 1-Phenyl-2,3-dimethyl-4-dimethylaminopyrazol-5-one | 1,5-Dimethyl-4-dimethylamino-2-phenyl-3-pyrazolone | 2,3-Dimethyl-4-dimethylamino-1-phenyl-5-pyrazolone | 3-Keto-1,5-dimethyl-4-dimethylamino-2-phenyl-2,3-dihydropyrazole | 4-(Dimethylamino)-1,2-dihydro-1,5-dimethyl-2-phenyl-3H-pyrazol-3-one | 4-(Dimethylamino)-1,5-dimethyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one | 4-(Dimethylamino)antipyrine | 4-Dimethylamino-1-phenyl-2,3-dimethylpyrazolone | 4-Dimethylamino-2,3-dimethyl-1-phenyl-3-pyrazolin-5-one | 4-Dimethylamino-2,3-dimethyl-1-phenyl-5-pyrazolone | 4-Dimethylaminoantipyrine | 4-Dimethylaminophenazone | Aminofenazona | Aminofenazone | Aminophenazon | Aminophenazone | Aminophenazonum | Aminopyrine | Dimethylaminoantipyrine | Dimethylaminoazophene | Dimethylaminophenazon | Dimethylaminophenazone | Dimethylaminophenyldimethylpyrazolone | Dipyrine	RMMXTBMQSGEXHJ-UHFFFAOYSA-N
Alizapride	DB01425	small molecule	A03FA05	59338-93-1	17311	P55703ZRZY			Alizaprida | Alizapride | Alizapridum	KSEYRUGYKHXGFW-UHFFFAOYSA-N
Ajmaline	DB01426	small molecule	C01BA05	4360-12-7	423	1PON08459R			(+)-Ajmaline | (5aR,6S,8S,10S,11S,11aS,12aR,13R)-5-methyl-5a,6,8,9,10,11,11a,12-octahydro-5H-6,10:11,12a-dimethanoindolo[3,2-b]quinolizine-8,13-diol | Ajmalin | Ajmaline	CJDRUOGAGYHKKD-HEFSZTOGSA-N
Amrinone	DB01427	small molecule	C01CE01	60719-84-8	738	JUT23379TN			Amrinona | Amrinone | Amrinonum | Inamrinone	RNLQIBCLLYYYFJ-UHFFFAOYSA-N
Oxybenzone	DB01428	small molecule		131-57-7	32673	95OOS7VE0Y			2-Benzoyl-5-methoxyphenol | 2-Hydroxy-4-methoxybenzophenone | 4-Methoxy-2-hydroxybenzophenone | Benzophenone-3 | Oxibenzona | Oxybenzone | Oxybenzonum	DXGLGDHPHMLXJC-UHFFFAOYSA-N
Aprindine	DB01429	small molecule	C01BB04	37640-71-4	1054	5Y48085P9Q			Aprindina | Aprindine | Aprindinum	NZLBHDRPUJLHCE-UHFFFAOYSA-N
Almitrine	DB01430	small molecule	R07AB07	27469-53-0	528	9A1222NBG4			2,4-Bis(allylamino)-6-(4-(bis(p-fluorophenyl)methyl)-1-piperazinyl)-s-triazine | Almitrina | Almitrine | Almitrinum	OBDOVFRMEYHSQB-UHFFFAOYSA-N
