drugbank-id,assoc_cond
DB16099,Glycogen Storage Disease Type II
DB00602,Gnathostomiasis
DB06715,Goitre
DB06782,Gold poisoning
DB01185,Gonadotrophin releasing hormone deficiency
DB08984,Gonarthrosis
DB01212,Gonococcal arthritis
DB01059,Gonococcal cervicitis
DB01212,Gonococcal infection of pharynx
DB01053,Gonococcal infections
DB01212,Gonococcal pelvic inflammatory disease
DB00671,Gonorrhea of anus
DB01032,Gout Chronic
DB01394,Gout Flares
DB07402,Gout Flares
DB00423,Gouty Arthritis
DB00586,Gouty Arthritis
DB00605,Gouty Arthritis
DB00959,Gouty Arthritis
DB01050,Gouty Arthritis
DB01628,Gouty Arthritis
DB04272,Gouty Arthritis
DB09154,Gouty Arthritis
DB09214,Gouty Arthritis
DB12319,Gouty Arthritis
DB00260,"Grade 1, grade 2, grade 3, grade 4 Urinary Tract Infection"
DB00479,"Grade 1, grade 2, grade 3, grade 4 Urinary Tract Infection"
DB00759,"Grade 1, grade 2, grade 3, grade 4 Urinary Tract Infection"
DB16582,Grade 3b Follicular Lymphoma
DB00005,Graft-versus-host Disease (GVHD)
DB00091,Graft-versus-host Disease (GVHD)
DB00563,Graft-versus-host Disease (GVHD)
DB00864,Graft-versus-host Disease (GVHD)
DB00877,Graft-versus-host Disease (GVHD)
DB09312,Graft-versus-host Disease (GVHD)
DB13682,Gram Positive Bacterial Infections
DB00618,Gram-Negative Bacterial Infections
DB01053,Gram-Negative Bacterial Infections
DB01326,Gram-Negative Bacterial Infections
DB08621,Gram-Negative Bacterial Infections
DB13470,Gram-Negative Bacterial Infections
DB13682,Gram-Negative Bacterial Infections
DB00798,Gram-negative enteric bacilli neonatal sepsis
DB00252,Grand Mal Status Epilepticus
DB00443,Granuloma annulare lesions
DB00620,Granuloma annulare lesions
DB01234,Granuloma annulare lesions
DB00199,Granuloma Inguinale
DB00254,Granuloma Inguinale
DB00759,Granuloma Inguinale
DB01017,Granuloma Inguinale
DB01082,Granuloma Inguinale
DB00073,Granulomatosis With Polyangiitis
DB15011,Granulomatosis With Polyangiitis
DB00763,Graves' Disease
DB00052,Growth Failure
DB14960,Growth Failure
DB16220,Growth Failure
DB14751,Growth Hormone Gene Deletion
DB09084,Gum irritation
DB00281,Gum pain
DB00878,Gum pain
DB10651,Gum pain
DB11073,Gum pain
DB11360,Gut Health
DB00493,Gynaecological infection caused by susceptible bacteria
DB00319,Gynecological Infection
DB00355,Gynecological Infection
DB00438,Gynecological Infection
DB00766,Gynecological Infection
DB00916,Gynecological Infection
DB01330,Gynecological Infection
DB01331,Gynecological Infection
DB01597,Gynecological Infection
DB01598,Gynecological Infection
DB09324,Gynecological Infection
DB00675,Gynecomastia
DB01164,Haemodiafiltration
DB01914,Haemodiafiltration
DB00761,Haemofiltration
DB01164,Haemofiltration
DB01914,Haemofiltration
DB00766,Haemophilus Influenzae
DB10990,Haemophilus Influenzae Infections
DB10992,Haemophilus Influenzae Serotype b (Hib)
DB10787,Haemophilus Influenzae Type b (Hib) Infection
DB15876,Haemophilus Influenzae Type b (Hib) Infection
DB00281,Haemorrhoids
DB00388,Haemorrhoids
DB00527,Haemorrhoids
DB00620,Haemorrhoids
DB00741,Haemorrhoids
DB00825,Haemorrhoids
DB01086,Haemorrhoids
DB06724,Haemorrhoids
DB08995,Haemorrhoids
DB09085,Haemorrhoids
DB09345,Haemorrhoids
DB11017,Haemorrhoids
DB11105,Haemorrhoids
DB11365,Haemorrhoids
DB11482,Haemorrhoids
DB11578,Haemorrhoids
DB11594,Haemorrhoids
DB12532,Haemorrhoids
DB13124,Haemorrhoids
DB13155,Haemorrhoids
DB13195,Haemorrhoids
DB13227,Haemorrhoids
DB13346,Haemorrhoids
DB13529,Haemorrhoids
DB13680,Haemorrhoids
DB13909,Haemorrhoids
DB14539,Haemorrhoids
DB15679,Haemorrhoids
DB15777,Haemorrhoids
DB15821,Haemorrhoids
DB15830,Haemorrhoids
DB15929,Haemorrhoids
DB15999,Haemorrhoids
DB14322,Hair and Scalp Health
DB00138,Hair Damage
DB00138,Hair growth abnormal
DB00034,Hairy Cell Leukemia (HCL)
DB00105,Hairy Cell Leukemia (HCL)
DB00242,Hairy Cell Leukemia (HCL)
DB00552,Hairy Cell Leukemia (HCL)
DB14135,Hand Disinfection
DB00936,Hand Eczema
DB00898,Hand Hygiene
DB11105,Hand Hygiene
DB00143,Hangover
DB00250,Hansen's Disease
DB01165,Hansen's Disease
DB11279,Hansen's Disease
DB12667,Hansen's Disease
DB01053,Haverhill fever
DB00008,HBeAg Positive Chronic Hepatitis B
DB09375,Head & Neck Squamous Cell Carcinoma
DB01181,Head And Neck Cancer
DB01005,Head and Neck Primary Squamous Cell Carcinoma
DB00602,Head Lice Infestation
DB00772,Head Lice Infestation
DB04930,Head Lice Infestation
DB06770,Head Lice Infestation
DB08823,Head Lice Infestation
DB09350,Head Lice Infestation
DB11932,Head Lice Infestation
DB13717,Head Lice Infestation
DB13966,Head Lice Infestation
DB15930,Head Lice Infestation
DB00165,Headache
DB00201,Headache
DB00316,Headache
DB00388,Headache
DB00514,Headache
DB00788,Headache
DB00835,Headache
DB00852,Headache
DB00874,Headache
DB00945,Headache
DB01050,Headache
DB01114,Headache
DB01364,Headache
DB04272,Headache
DB08797,Headache
DB09018,Headache
DB11278,Headache
DB13524,Headache
DB13612,Headache
DB14006,Headache
DB15932,Headache
DB00388,Headache caused by Allergies
DB01114,Headache caused by Allergies
DB00388,Headache caused by Common Cold
DB00388,Headache caused by Pollen Allergy
DB05351,Healed erosive esophagitis
DB00213,Healing
DB00338,Healing
DB00364,Healing
DB00863,Healing
DB08995,Healthy capillaries
DB15049,Healthy Normal Weight
DB08995,Healthy veins
DB01430,Hearing loss or impairment
DB16021,Hearing loss or impairment
DB00424,Heart Block
DB00009,Heart Failure
DB00177,Heart Failure
DB00178,Heart Failure
DB00335,Heart Failure
DB00492,Heart Failure
DB00519,Heart Failure
DB00542,Heart Failure
DB00612,Heart Failure
DB00883,Heart Failure
DB00966,Heart Failure
DB01197,Heart Failure
DB01275,Heart Failure
DB06292,Heart Failure
DB09292,Heart Failure
DB09477,Heart Failure
DB12713,Heart Failure
DB15456,Heart Failure Hospitalization
DB00922,Heart failure post-myocardial infarction
DB00661,Heart Rate
DB00187,Heart rate abnormal
DB00091,Heart Transplant Rejection
DB00864,Heart Transplant Rejection
DB00877,Heart Transplant Rejection
DB01590,Heart Transplant Rejection
DB09312,Heart Transplant Rejection
DB00213,Heartburn
DB00338,Heartburn
DB00501,Heartburn
DB00736,Heartburn
DB00863,Heartburn
DB00927,Heartburn
DB01129,Heartburn
DB01294,Heartburn
DB01377,Heartburn
DB01390,Heartburn
DB04272,Heartburn
DB05351,Heartburn
DB06723,Heartburn
DB06724,Heartburn
DB08938,Heartburn
DB09104,Heartburn
DB09154,Heartburn
DB09281,Heartburn
DB09459,Heartburn
DB09481,Heartburn
DB09512,Heartburn
DB13322,Heartburn
DB13518,Heartburn
DB13595,Heartburn
DB13626,Heartburn
DB13913,Heartburn
DB14116,Heartburn
DB15825,Heartburn
DB00178,Hearth Failure With Reduced Ejection Fraction (HFrEF)
DB09153,Heart-Lung-Machine
DB09321,Heat rash
DB15793,Heavy feeling of the Eyelid
DB00302,Heavy Menstrual Bleeding
DB00367,Heavy Menstrual Bleeding
DB00717,Heavy Menstrual Bleeding
DB00783,Heavy Menstrual Bleeding
DB11853,Heavy Menstrual Bleeding
DB11979,Heavy Menstrual Bleeding
DB13956,Heavy Menstrual Bleeding
DB01390,Helicobacter Infections
DB09510,Helicobacter Pylori
DB00213,Helicobacter Pylori Infection
DB00338,Helicobacter Pylori Infection
DB00448,Helicobacter Pylori Infection
DB00585,Helicobacter Pylori Infection
DB00615,Helicobacter Pylori Infection
DB00736,Helicobacter Pylori Infection
DB00759,Helicobacter Pylori Infection
DB00916,Helicobacter Pylori Infection
DB00927,Helicobacter Pylori Infection
DB01060,Helicobacter Pylori Infection
DB01129,Helicobacter Pylori Infection
DB01211,Helicobacter Pylori Infection
DB01294,Helicobacter Pylori Infection
DB03904,Helicobacter Pylori Infection
DB09275,Helicobacter Pylori Infection
DB09510,Helicobacter Pylori Infection
DB09513,Helicobacter Pylori Infection
DB11739,Helicobacter Pylori Infection
DB06803,Helminthic infection
DB08974,Helminthic infection
DB11156,Helminthic infection
DB13670,Helminthic infection
DB15463,Hemangioblastoma
DB00571,Hemangiomas
DB00620,Hemangiomas
DB14631,Hematologic Disease and Disorders
DB14669,Hematologic Disease and Disorders
DB05258,Hematological Malignancy
DB00825,Hematomas
DB01109,Hematomas
DB01420,Hematomas
DB11538,Hematomas
DB13195,Hematomas
DB15774,Hematomas
DB15907,Hematomas
DB00019,Hematopoietic Subsyndrome of Acute Radiation Syndrome
DB00020,Hematopoietic Subsyndrome of Acute Radiation Syndrome
DB00099,Hematopoietic Subsyndrome of Acute Radiation Syndrome
DB04844,Hemiballismus
DB14223,Hemifacial Spasm
DB00761,Hemodialysis Treatment
DB00945,Hemodialysis Treatment
DB01164,Hemodialysis Treatment
DB01914,Hemodialysis Treatment
DB09407,Hemodialysis Treatment
DB09153,Hemodilution
DB14996,Hemolysis
DB00297,Hemolytic Anemia
DB14975,Hemolytic Anemia
DB00062,Hemolytic Disease of the Newborn
DB14700,Hemophilia A
DB00100,Hemophilia B
DB16791,Hemophilia B
DB00513,Hemorrhage
DB01253,Hemorrhage
DB11330,Hemorrhage
DB13192,Hemorrhage
DB13483,Hemorrhage
DB13885,Hemorrhage
DB09110,Hemorrhagic cystitis caused by cyclophosphamide
DB09110,Hemorrhagic cystitis caused by ifosfamide
DB01022,Hemorrhagic disease of the newborn
DB00591,"Hemorrhoids, Internal"
DB11341,"Hemorrhoids, Internal"
DB15886,"Hemorrhoids, Internal"
DB11145,Hemostasis
DB06754,Heparin Induced Thrombocytopenia (HIT)
DB09141,Heparin overdose
DB13700,Heparin overdose
DB00916,Hepatic abscess
DB01597,Hepatic abscess
DB00161,Hepatic coma
DB00994,Hepatic coma
DB01421,Hepatic coma
DB02262,Hepatic dysfunction
DB00129,Hepatic Encephalopathy (HE)
DB00134,Hepatic Encephalopathy (HE)
DB00161,Hepatic Encephalopathy (HE)
DB00581,Hepatic Encephalopathy (HE)
DB01220,Hepatic Encephalopathy (HE)
DB12942,Hepatic Encephalopathy (HE)
DB14015,Hepatic Encephalopathy (HE)
DB02701,Hepatic Insufficiency
DB06796,Hepatic Lesions
DB00165,Hepatic; Functional Disturbance
DB00165,Hepatitis
DB00028,Hepatitis A
DB10989,Hepatitis A
DB11627,Hepatitis A
DB00008,Hepatitis B Chronic Infection
DB00034,Hepatitis B Chronic Infection
DB00105,Hepatitis B Chronic Infection
DB00300,Hepatitis B Chronic Infection
DB00442,Hepatitis B Chronic Infection
DB00709,Hepatitis B Chronic Infection
DB00718,Hepatitis B Chronic Infection
DB01265,Hepatitis B Chronic Infection
DB04900,Hepatitis B Chronic Infection
DB09299,Hepatitis B Chronic Infection
DB13932,Hepatitis B Virus (HBV)
DB05258,Hepatitis C Virus (HCV) Infection
DB15248,Hepatitis D
DB09298,"Hepatitis, Chronic"
DB00541,Hepatoblastomas
DB00965,Hepatocellular Carcinoma
DB01101,Hepatocellular Carcinoma
DB05578,Hepatocellular Carcinoma
DB06186,Hepatocellular Carcinoma
DB08875,Hepatocellular Carcinoma
DB08896,Hepatocellular Carcinoma
DB09035,Hepatocellular Carcinoma
DB09037,Hepatocellular Carcinoma
DB02638,Hepato-Renal Syndrome
DB02638,Hepatorenal Syndrome Type 1
DB05773,HER2-Positive Early Stage Breast Cancer
DB05773,"HER2-positive, Metastatic Breast Cancer"
DB00302,Hereditary Angioedema (HAE)
DB01406,Hereditary Angioedema (HAE)
DB06718,Hereditary Angioedema (HAE)
DB06196,Hereditary angioedema breakthrough attack
DB11598,Hereditary antithrombin III deficiency
DB03404,Hereditary Coproporphyria (HCP)
DB14713,Hereditary Transthyretin Amyloidosis
DB14582,Hereditary transthyretin-mediated amyloidosis
DB00577,Herpes Labialis
DB00741,Herpes Labialis
DB09321,Herpes Labialis
DB13260,Herpes Simplex
DB00787,Herpes simplex encephalitis
DB00529,Herpes Simplex Infections
DB00724,Herpes Simplex Infections
DB00787,Herpes Simplex Infections
DB00787,Herpes simplex of the oral-labial
DB00787,Herpes simplex type I reactivation
DB00369,Herpes Simplex Virus
DB00249,Herpes Simplex Virus Keratitis
DB00426,Herpes Zoster
DB00577,Herpes Zoster
DB00787,Herpes Zoster
DB01127,Herpes Zoster
DB03312,Herpes Zoster
DB10318,Herpes Zoster
DB13260,Herpes Zoster
DB13924,Herpes Zoster
DB14016,Herpes Zoster
DB03312,Herpes Zoster (Shingles)
DB00860,Herpes Zoster Keratitis
DB00873,Herpes Zoster Keratitis
DB01077,Heterotopic Ossification (HO)
DB00175,Heterozygous Familial Hypercholesterolemia (HeFH)
DB00641,Heterozygous Familial Hypercholesterolemia (HeFH)
DB00930,Heterozygous Familial Hypercholesterolemia (HeFH)
DB00945,Heterozygous Familial Hypercholesterolemia (HeFH)
DB01076,Heterozygous Familial Hypercholesterolemia (HeFH)
DB01095,Heterozygous Familial Hypercholesterolemia (HeFH)
DB01098,Heterozygous Familial Hypercholesterolemia (HeFH)
DB08860,Heterozygous Familial Hypercholesterolemia (HeFH)
DB09302,Heterozygous Familial Hypercholesterolemia (HeFH)
DB11936,Heterozygous Familial Hypercholesterolemia (HeFH)
DB14901,Heterozygous Familial Hypercholesterolemia (HeFH)
DB01076,Heterozygous familial hyperlipidemia
DB09512,Hiatus Hernia
DB11074,Hiatus Hernia
DB01233,Hiccups
DB09018,Hiccups
DB13437,Hiccups
DB00051,Hidradenitis Suppurativa (HS)
DB00994,Hidradenitis Suppurativa (HS)
DB00175,High Cholesterol
DB00627,High Cholesterol
DB00641,High Cholesterol
DB01076,High Cholesterol
DB01098,High Cholesterol
DB15921,High Cholesterol
DB06192,High Grade Glioma (HGG)
DB00262,High Grade Glioma: Glioblastoma (GBM)
DB00762,High Grade Glioma: Glioblastoma (GBM)
DB00853,High Grade Glioma: Glioblastoma (GBM)
DB00258,High phosphate levels
DB17381,High risk BCG-unresponsive non-muscle invasive bladder cancer
DB00178,High risk cardiovascular event
DB08877,High risk Myelofibrosis
DB09077,High Risk Neuroblastoma
DB06643,High risk of fracture Osteoporosis
DB11697,High risk Primary Myelofibrosis (PMF)
DB09037,"High risk, early Triple Negative Breast Cancer"
DB09037,"High risk, in situ Non-Muscle Invasive Bladder Cancer (NMIBC) Refractory to BCG"
DB15965,"High risk, refractory Neuroblastomas of the bone or bone marrow"
DB15965,"High risk, relapsed Neuroblastomas of the bone or bone marrow"
DB00627,High Triglyceride Level
DB12240,High-grade B Cell Lymphoma (HGBCL)
DB16582,High-grade B Cell Lymphoma (HGBCL)
DB13615,"High-grade, nonmetastatic Osteosarcoma"
DB11697,High-Risk Secondary Myelofibrosis
DB00169,Hip Fracture
DB00531,Histiocytic lymphoma
DB00570,Histiocytic lymphoma
DB05239,Histiocytic Neoplasm
DB00582,Histoplasmosis
DB00681,Histoplasmosis
DB01026,Histoplasmosis
DB01167,Histoplasmosis
DB00641,History of coronary heart disease cardiovascular event
DB00641,History of stroke or other cerebrovascular disease cardiovascular event
DB00495,HIV Transmission
DB00879,HIV Transmission
DB00052,HIV Wasting Syndrome
DB00878,Hoarseness
DB09357,Hoarseness
DB14482,Hoarseness
DB00291,Hodgkins Disease (HD)
DB00441,Hodgkins Disease (HD)
DB00531,Hodgkins Disease (HD)
DB00888,Hodgkins Disease (HD)
DB06784,Hodgkins Disease (HD)
DB14550,Hodgkins Disease (HD)
DB00020,Hodgkin's Lymphoma
DB00290,Hodgkin's Lymphoma
DB00541,Hodgkin's Lymphoma
DB00570,Hodgkin's Lymphoma
DB00851,Hodgkin's Lymphoma
DB00997,Hodgkin's Lymphoma
DB01181,Hodgkin's Lymphoma
DB01204,Hodgkin's Lymphoma
DB06756,Homocystinuria
DB06756,Homocystinuria due to cobalamin cofactor metabolism (cbl) defect
DB06756,Homocystinuria Due to Cystathionine Beta-Synthase Deficiency
DB06756,Homocystinuria due to MTHFR deficiency
DB00381,Homozygous Familial Hypercholesterolaemia (HoFH)
DB00641,Homozygous Familial Hypercholesterolaemia (HoFH)
DB01076,Homozygous Familial Hypercholesterolaemia (HoFH)
DB01098,Homozygous Familial Hypercholesterolaemia (HoFH)
DB05528,Homozygous Familial Hypercholesterolaemia (HoFH)
DB08827,Homozygous Familial Hypercholesterolaemia (HoFH)
DB09302,Homozygous Familial Hypercholesterolaemia (HoFH)
DB15354,Homozygous Familial Hypercholesterolaemia (HoFH)
DB16561,Hookworm Infections
DB00603,Hormonal Contraception therapy
DB01524,Hormone Deficiency
DB01536,Hormone Deficiency
DB09074,Hormone Receptor Positive Breast Carcinoma
DB01204,"Hormone refractory, advanced Prostate cancer"
DB00717,Hormone Replacement Therapy
DB00783,Hormone Replacement Therapy
DB13956,Hormone Replacement Therapy
DB13981,Hormone Replacement Therapy
DB00445,Hormone-Refractory Prostate Cancer
DB00438,Hospital-acquired bacterial pneumonia caused by susceptible Gram-negative microorganisms
DB00177,Hospitalization due to cardiac failure
DB06292,Hospitalization due to cardiac failure
DB09292,Hospitalization due to cardiac failure
DB00331,Hospitalizations
DB01076,Hospitalizations
DB06292,Hospitalizations
DB08887,Hospitalizations
DB08907,Hospitalizations
DB09038,Hospitalizations
DB15661,Hospitalizations
DB16165,Hospitalizations
DB00370,Hot Flashes
DB00575,Hot Flashes
DB01323,Hot Flashes
DB06700,Hot Flashes
DB06724,Hot Flashes
DB00860,Hot Water Burns (Scalds)
DB00994,Hot Water Burns (Scalds)
DB05389,Hot Water Burns (Scalds)
DB12751,Hot Water Burns (Scalds)
DB00588,House dust allergy
DB00874,House dust allergy
DB00588,House Dust Mite Allergy
DB01114,House Dust Mite Allergy
DB10400,House Dust Mite Allergy
DB10401,House Dust Mite Allergy
DB01006,"HR+, HER2-, Advanced Breast Cancer"
DB12001,"HR+, HER2-, Advanced Breast Cancer"
DB12015,"HR+, HER2-, Advanced Breast Cancer"
DB11760,HRR gene-mutated (HRRm) metastatic castration-resistant prostate cancer (mCRPC)
DB12265,Human African Trypanosomiasis (HAT)
DB00575,Human Growth Hormone Deficiency
DB12656,Human Growth Hormone Deficiency
DB15093,Human Growth Hormone Deficiency
DB00495,Human Immunodeficiency Virus (HIV) Infections
DB00649,Human Immunodeficiency Virus (HIV) Infections
DB00709,Human Immunodeficiency Virus (HIV) Infections
DB00879,Human Immunodeficiency Virus (HIV) Infections
DB09065,Human Immunodeficiency Virus (HIV) Infections
DB00109,Human Immunodeficiency Virus Type 1 (HIV-1)
DB08864,Human Immunodeficiency Virus Type 1 (HIV-1)
DB11751,Human Immunodeficiency Virus Type 1 (HIV-1)
DB12301,Human Immunodeficiency Virus Type 1 (HIV-1)
DB00220,Human Immunodeficiency Virus Type 1 (HIV-1) Infection
DB00224,Human Immunodeficiency Virus Type 1 (HIV-1) Infection
