diseaseId	diseaseName	type	MeSH_tree_number	MeSH_heading
C1859101	Vertebral chordoma	disease	C04	   Neoplasms
C0334572	Ameloblastic fibroma	disease	C04	   Neoplasms
C0751177	Cancer of Head	disease	C04	   Neoplasms
C1851697	Pancreatic islet cell adenoma	disease	C04	   Neoplasms
C0010635	Cystadenoma, Mucinous	disease	C04	   Neoplasms
C1335096	Occult Lung Adenocarcinoma	disease	C04	   Neoplasms
C0010633	Cystadenoma	disease	C04	   Neoplasms
C0334576	Gliomatosis cerebri	disease	C04	   Neoplasms
C1302836	Lipomatous hamartoma	disease	C04	   Neoplasms
C0280725	Adult Cholangiocarcinoma	disease	C04	   Neoplasms
C0334578	Papillary ependymoma	disease	C04	   Neoplasms
C0238031	Breast Phyllodes Tumor	disease	C04	   Neoplasms
C2033037	Pancreatic Vipoma	disease	C04	   Neoplasms
C0238451	Teratoma of testis	disease	C04	   Neoplasms
C0006118	Brain Neoplasms	group	C04	   Neoplasms
C0346388	Malignant melanoma of choroid	disease	C04	   Neoplasms
C1832588	Chromosome 11p11.2 Deletion Syndrome	disease	C04	   Neoplasms
C0334365	Mucinous cystic tumor of borderline malignancy	disease	C04	   Neoplasms
C0017525	Giant Cell Tumors	group	C04	   Neoplasms
C1140710	Cerebral Cavernous Hemangioma	disease	C04	   Neoplasms
C0265987	Nevus comedonicus	disease	C04	   Neoplasms
C4684861	Recurrent Malignant Glioma	disease	C04	   Neoplasms
C1334015	High Grade Intraepithelial Neoplasia	disease	C04	   Neoplasms
C0206726	gliosarcoma	disease	C04	   Neoplasms
C0006160	Brenner Tumor	disease	C04	   Neoplasms
C0206692	Carcinoma, Lobular	disease	C04	   Neoplasms
C0278779	Osteosarcoma recurrent	disease	C04	   Neoplasms
C0086768	Pancreatic Cholera	disease	C04	   Neoplasms
C1841984	GLOMUVENOUS MALFORMATIONS	disease	C04	   Neoplasms
C0153691	Secondary malignant neoplasm of adrenal gland	disease	C04	   Neoplasms
C0346056	Neuromuscular hamartoma	disease	C04	   Neoplasms
C0280788	Anaplastic Ependymoma	disease	C04	   Neoplasms
C0030581	Parotid Neoplasms	group	C04	   Neoplasms
C1834728	Malignant genitourinary tract tumor	disease	C04	   Neoplasms
C1879643	Adult Type Granulosa Cell Tumor	disease	C04	   Neoplasms
C3899660	Childhood Gemistocytic Astrocytoma	disease	C04	   Neoplasms
C0279680	Transitional cell carcinoma of bladder	disease	C04	   Neoplasms
C4289979	Anaplastic Oligodendroglioma, IDH-Mutant and 1p/19q-Codeleted	disease	C04	   Neoplasms
C1260965	Lipoblastoma	disease	C04	   Neoplasms
C0153888	Chronic myeloid leukemia in remission	disease	C04	   Neoplasms
C0034887	Rectal polyp	disease	C04	   Neoplasms
C0153414	Malignant neoplasm of middle third of esophagus	disease	C04	   Neoplasms
C1519703	Turcot Syndrome Type 2	disease	C04	   Neoplasms
C1260966	Central odontogenic fibroma	disease	C04	   Neoplasms
C0153415	Malignant neoplasm of lower third of esophagus	disease	C04	   Neoplasms
C4733538	recurrent papillary thyroid cancer	disease	C04	   Neoplasms
C1519847	Uterine Corpus Dissecting Leiomyoma	disease	C04	   Neoplasms
C1519787	Undifferentiated Neuroblastoma	disease	C04	   Neoplasms
C0496930	Neoplasm of uncertain or unknown behavior of bladder	disease	C04	   Neoplasms
C4688316	Refractory Breast Carcinoma	disease	C04	   Neoplasms
C0346067	Cutaneous Leiomyosarcoma	disease	C04	   Neoplasms
C4025186	T-cell lymphoma/leukemia	disease	C04	   Neoplasms
C0024307	Lymphomatoid Granulomatosis	disease	C04	   Neoplasms
C2930839	Bilateral pheochromocytoma and islet cell adenoma of the pancreas	disease	C04	   Neoplasms
C2825741	Indeterminate dendritic cell tumor	disease	C04	   Neoplasms
C1142169	Recurrent Acute Myeloid Leukemia	disease	C04	   Neoplasms
C1333125	combined type small cell lung cancer	disease	C04	   Neoplasms
C1832033	Adult Subependymal Giant Cell Astrocytoma	disease	C04	   Neoplasms
C2939445	Carcinoma in situ of bronchus	disease	C04	   Neoplasms
C4743578	Unresectable Malignant Mesothelioma	disease	C04	   Neoplasms
C0027626	Neoplasm Invasiveness	phenotype	C04	   Neoplasms
C0153421	Malignant neoplasm of body of stomach	disease	C04	   Neoplasms
C0334403	Juvenile granulosa cell tumor	disease	C04	   Neoplasms
C1333148	Conjunctival intraepithelial neoplasia	disease	C04	   Neoplasms
C0085261	Proteus Syndrome	disease	C04	   Neoplasms
C0206709	Cystadenoma, Serous	disease	C04	   Neoplasms
C0154017	Benign neoplasm of bladder	disease	C04	   Neoplasms
C0281331	Adult Pineocytoma	disease	C04	   Neoplasms
C1142307	Paratubal Cyst	disease	C04	   Neoplasms
C0862448	Stage IV Renal Cell Cancer	disease	C04	   Neoplasms
C0376358	Malignant neoplasm of prostate	disease	C04	   Neoplasms
C1321427	Epithelioid Malignant Peripheral Nerve Sheath Tumor	disease	C04	   Neoplasms
C0281332	Adult Pineoblastoma	disease	C04	   Neoplasms
C3887520	Childhood Pineoblastoma	disease	C04	   Neoplasms
C0085666	Spider nevus	disease	C04	   Neoplasms
C0243038	Carcinoma, Lewis Lung	disease	C04	   Neoplasms
C0278838	Prostate cancer recurrent	disease	C04	   Neoplasms
C0334633	Malignant lymphoma - lymphoplasmacytic	disease	C04	   Neoplasms
C0206186	Leukoplakia, Hairy	disease	C04	   Neoplasms
C4551546	Refractory Hairy Cell Leukemia	disease	C04	   Neoplasms
C1266112	Diffuse melanocytosis	disease	C04	   Neoplasms
C1335389	Lipomatosis of Nerve	disease	C04	   Neoplasms
C0013930	Embolism, Tumor	disease	C04	   Neoplasms
C0751484	Sporadic Retinoblastoma	disease	C04	   Neoplasms
C0008493	Hydatidiform Mole, Invasive	disease	C04	   Neoplasms
C0085669	Acute leukemia	disease	C04	   Neoplasms
C0346117	Malignant Lipomatous Neoplasm	disease	C04	   Neoplasms
C0238432	Ependymoma of spinal cord	disease	C04	   Neoplasms
C0235813	Neonatal leukaemia	disease	C04	   Neoplasms
C0346153	Breast Cancer, Familial	disease	C04	   Neoplasms
C0279746	Adenocarcinoma of salivary gland	disease	C04	   Neoplasms
C0334428	Fibrous papule of nose	disease	C04	   Neoplasms
C0376407	Granulomatous Slack Skin	disease	C04	   Neoplasms
C0281479	Primary Systemic Amyloidosis	disease	C04	   Neoplasms
C0028882	Odontoma	disease	C04	   Neoplasms
C0281373	Respiratory papilloma	disease	C04	   Neoplasms
C0017653	Glomus Tumor	disease	C04	   Neoplasms
C1442958	Actinic porokeratosis	disease	C04	   Neoplasms
C1955860	Leukemia, Natural Killer Cell Large Granular Lymphocytic	disease	C04	   Neoplasms
C1859973	Adrenocortical Carcinoma, Pediatric	disease	C04	   Neoplasms
C3251817	Condylomatous carcinoma	disease	C04	   Neoplasms
C0279751	Adenoid cystic carcinoma of salivary gland	disease	C04	   Neoplasms
C1334413	Low Grade Ductal Breast Carcinoma In Situ	disease	C04	   Neoplasms
C0334439	Malignant desmoplastic melanoma	disease	C04	   Neoplasms
C1264016	Familial polycythemia vera	disease	C04	   Neoplasms
C1567257	Granulosa Cell Cancer	disease	C04	   Neoplasms
C0948209	Intestinal adenocarcinoma	disease	C04	   Neoplasms
C1959584	Cardiac Carcinoma	disease	C04	   Neoplasms
C3163622	Papillary Meningioma	disease	C04	   Neoplasms
C0730199	Villous adenoma of rectum	disease	C04	   Neoplasms
C1337014	Grade I Chondrosarcoma	disease	C04	   Neoplasms
C0334689	C cell tumor	disease	C04	   Neoplasms
C4707228	Inherited acute myeloid leukemia	disease	C04	   Neoplasms
C1334416	Low Grade Malignant Peripheral Nerve Sheath Tumor	disease	C04	   Neoplasms
C0334685	Chief cell adenocarcinoma	disease	C04	   Neoplasms
C1335482	Gastric Burkitt Lymphoma	disease	C04	   Neoplasms
C4544822	Microsatellite instability-high colorectal cancer	disease	C04	   Neoplasms
C0280781	Adult Pilocytic Astrocytoma	disease	C04	   Neoplasms
C0023464	Acute biphenotypic leukemia	disease	C04	   Neoplasms
C1335484	Gastric T-Cell Non-Hodgkin Lymphoma	disease	C04	   Neoplasms
C0334102	Lymphangiomatosis	disease	C04	   Neoplasms
C1707549	Cutaneous Lymphomatoid Granulomatosis	disease	C04	   Neoplasms
C0334463	Malignant Fibrous Histiocytoma	disease	C04	   Neoplasms
C0238463	Papillary thyroid carcinoma	disease	C04	   Neoplasms
C0206620	Lymphangioma, Cystic	disease	C04	   Neoplasms
C2930974	Acute erythroleukemia	disease	C04	   Neoplasms
C1367654	Marginal Zone B-Cell Lymphoma	disease	C04	   Neoplasms
C1334603	Malignant Mixed Mesodermal (Mullerian) Tumor	disease	C04	   Neoplasms
C0205816	Leiomyosarcoma, Myxoid	disease	C04	   Neoplasms
C4082974	Dupuytren's Disease	disease	C04	   Neoplasms
C0279986	Childhood Leiomyosarcoma	disease	C04	   Neoplasms
C0346178	Ovarian gynandroblastoma	disease	C04	   Neoplasms
C1332969	Childhood Ganglioglioma	disease	C04	   Neoplasms
C0205644	Carcinoma, Granular Cell	disease	C04	   Neoplasms
C0206628	Mesoblastic Nephroma	disease	C04	   Neoplasms
C0431109	Choroid Plexus Carcinoma	disease	C04	   Neoplasms
C0162678	Neurofibromatoses	group	C04	   Neoplasms
C1335710	Recurrent Malignant Peripheral Nerve Sheath Tumor	disease	C04	   Neoplasms
C0205647	Follicular adenoma	disease	C04	   Neoplasms
C0877313	Neonatal neuroblastoma	disease	C04	   Neoplasms
C1857941	Brooke-Spiegler syndrome	disease	C04	   Neoplasms
C1333460	Esophageal Melanoma	disease	C04	   Neoplasms
C1835398	LI-FRAUMENI SYNDROME 1	disease	C04	   Neoplasms
C1708350	Hereditary Leiomyomatosis and Renal Cell Cancer	disease	C04	   Neoplasms
C0024623	Malignant neoplasm of stomach	disease	C04	   Neoplasms
C0854761	Oesophageal carcinoma recurrent	disease	C04	   Neoplasms
C0279530	Malignant Bone Neoplasm	disease	C04	   Neoplasms
C0431122	Atypical meningioma	disease	C04	   Neoplasms
C0280100	Solid Neoplasm	phenotype	C04	   Neoplasms
C0854771	Stage I Esophageal Squamous Cell Carcinoma	disease	C04	   Neoplasms
C0079744	Diffuse Large B-Cell Lymphoma	disease	C04	   Neoplasms
C0027766	Nervous System Neoplasms	group	C04	   Neoplasms
C0341823	Epithelial tumor of ovary	disease	C04	   Neoplasms
C0549471	Pancoast Tumor	disease	C04	   Neoplasms
C0206634	Liposarcoma, Myxoid	disease	C04	   Neoplasms
C0563305	IgA myeloma	disease	C04	   Neoplasms
C0334485	Endometrial stromal nodule	disease	C04	   Neoplasms
C4551593	Surface epithelial-stromal tumor	disease	C04	   Neoplasms
C1332887	Central Nervous System Melanocytic Neoplasm	disease	C04	   Neoplasms
C0041971	Urethral Neoplasms	group	C04	   Neoplasms
C1335903	Mucoepidermoid carcinoma of salivary gland	disease	C04	   Neoplasms
C0346200	Intravenous leiomyomatosis	disease	C04	   Neoplasms
C0023443	Hairy Cell Leukemia	disease	C04	   Neoplasms
C1333600	Hereditary Malignant Neoplasm	disease	C04	   Neoplasms
C0206638	Giant Cell Tumor of Bone	disease	C04	   Neoplasms
C0854778	Pancreatic carcinoma resectable	disease	C04	   Neoplasms
C1708716	Pericardial Solitary Fibrous Tumor	disease	C04	   Neoplasms
C0278579	Cervix carcinoma recurrent	disease	C04	   Neoplasms
C1112570	Paraneoplastic pemphigus	disease	C04	   Neoplasms
C0406821	Rhabdomyomatous mesenchymal hamartoma	disease	C04	   Neoplasms
C0018916	Hemangioma	disease	C04	   Neoplasms
C1708773	Lung Melanoma	disease	C04	   Neoplasms
C0036503	Sebaceous Gland Neoplasms	group	C04	   Neoplasms
C0018920	Hemangioma, Cavernous	disease	C04	   Neoplasms
C0278584	Metastatic Carcinoma to the Uterine Cervix	disease	C04	   Neoplasms
C0278586	Metastatic Ewing's Sarcoma	disease	C04	   Neoplasms
C0007097	Carcinoma	group	C04	   Neoplasms
C1266186	Retinoblastoma, spontaneously regressed	disease	C04	   Neoplasms
C0267834	Liver cyst	disease	C04	   Neoplasms
C3853548	Pdgfra-Associated Chronic Eosinophilic Leukemia	disease	C04	   Neoplasms
C1708956	Mediastinal Myeloid Sarcoma	disease	C04	   Neoplasms
C0278599	childhood infratentorial ependymoma	disease	C04	   Neoplasms
C3272805	Colorectal Adenomatous Polyp	disease	C04	   Neoplasms
C0854850	Mycosis fungoides refractory	disease	C04	   Neoplasms
C0206681	Adenocarcinoma, Clear Cell	disease	C04	   Neoplasms
C2959547	Endometrial sarcoma	disease	C04	   Neoplasms
C0334674	Acute panmyelosis with myelofibrosis	disease	C04	   Neoplasms
C1335473	Primary chondrosarcoma of bone	disease	C04	   Neoplasms
C2239176	Liver carcinoma	disease	C04	   Neoplasms
C1709166	Neoplastic C-Cell Hyperplasia	disease	C04	   Neoplasms
C0854867	Non-Hodgkin's lymphoma refractory	disease	C04	   Neoplasms
C0029295	Oropharyngeal Neoplasms	group	C04	   Neoplasms
C0278601	Inflammatory Breast Carcinoma	disease	C04	   Neoplasms
C3163649	Functionless pituitary neoplasm	disease	C04	   Neoplasms
C3273009	Beta-Catenin-Activated Hepatocellular Adenoma	disease	C04	   Neoplasms
C0265985	Mongolian Spot	disease	C04	   Neoplasms
C1959589	Angioma, Cavernous	disease	C04	   Neoplasms
C1335996	Gastrointestinal stromal tumor of small intestine	disease	C04	   Neoplasms
C0152267	Hodgkin lymphoma, lymphocyte depletion	disease	C04	   Neoplasms
C0025205	Melanoma, Experimental	disease	C04	   Neoplasms
C0027858	Neuroma	disease	C04	   Neoplasms
C1332964	Childhood Clear Cell Sarcoma of Soft Parts	disease	C04	   Neoplasms
C0280302	Squamous cell carcinoma of lip	disease	C04	   Neoplasms
C0282607	Vascular Neoplasms	group	C04	   Neoplasms
C1709666	Primary Pulmonary Diffuse Large B-Cell Lymphoma	disease	C04	   Neoplasms
C2987120	Intramucosal Adenocarcinoma	disease	C04	   Neoplasms
C0262584	Carcinoma, Small Cell	disease	C04	   Neoplasms
C1266060	Syringofibroadenoma	disease	C04	   Neoplasms
C0278798	Endometrial neoplasm malignant stage I	disease	C04	   Neoplasms
C0206657	Alveolar Soft Part Sarcoma	disease	C04	   Neoplasms
C0334390	Acinar cell tumor	disease	C04	   Neoplasms
C0220644	Childhood Hodgkin Lymphoma	disease	C04	   Neoplasms
C0205825	Liposarcoma, Pleomorphic	disease	C04	   Neoplasms
C0279607	Adult Hepatocellular Carcinoma	disease	C04	   Neoplasms
C1710095	paranasal sinus and nasal cavity cancer	disease	C04	   Neoplasms
C0861352	Lobular Neoplasia	disease	C04	   Neoplasms
C0346303	Thyrotroph adenoma	disease	C04	   Neoplasms
C2987191	Pancreatic Intraductal Papillary Mucinous Neoplasm, Gastric-Type	disease	C04	   Neoplasms
C0007118	Carcinoma, Basosquamous	disease	C04	   Neoplasms
C4733577	adult chronic myelogenous leukemia	disease	C04	   Neoplasms
C1332978	Childhood Lymphocyte-Rich Classic Hodgkin Lymphoma	disease	C04	   Neoplasms
C0279612	Childhood Embryonal Rhabdomyosarcoma	disease	C04	   Neoplasms
C1265736	Orthokeratinized odontogenic cyst	disease	C04	   Neoplasms
C1266091	Thymoma, type A	disease	C04	   Neoplasms
C0023474	Leukemia, Myeloid, Chronic-Phase	disease	C04	   Neoplasms
C1334956	Neuroepithelial, Perineurial, and Schwann Cell Neoplasm	disease	C04	   Neoplasms
C0153380	Malignant neoplasm of other specified parts of mouth	disease	C04	   Neoplasms
C1370800	Bile duct adenocarcinoma	disease	C04	   Neoplasms
C0334331	Juxtaglomerular tumor	disease	C04	   Neoplasms
C4524462	Oral Intraepithelial Neoplasia	disease	C04	   Neoplasms
C0751589	Cancer, Supratentorial	disease	C04	   Neoplasms
C1535510	ADENOMAS AND ADENOCARCINOMAS	group	C04	   Neoplasms
C0334553	Giant Cell Tumor of Soft Tissue	disease	C04	   Neoplasms
C0206667	Adrenal Cortical Adenoma	disease	C04	   Neoplasms
C0730308	Melanoma-Associated Retinopathy	disease	C04	   Neoplasms
C0334557	Odontogenic tumor, benign	disease	C04	   Neoplasms
C4020704	Sertoli cell neoplasm	disease	C04	   Neoplasms
C0262963	extragonadal germ cell tumor	disease	C04	   Neoplasms
C0346340	Adenoid cystic carcinoma of lacrimal gland	disease	C04	   Neoplasms
C4021837	Atypical nevi in non-sun exposed areas	phenotype	C04	   Neoplasms
C0206669	Hepatocellular Adenoma	disease	C04	   Neoplasms
C4524839	Recurrent Head and Neck Squamous Cell Carcinoma	disease	C04	   Neoplasms
C0700095	Central neuroblastoma	disease	C04	   Neoplasms
C0278716	recurrent Wilms tumor and other childhood kidney tumors	disease	C04	   Neoplasms
C2242813	Ranula (disorder)	disease	C04	   Neoplasms
C4525060	Refractory Lymphoma	disease	C04	   Neoplasms
C1292753	Primary Effusion Lymphoma	disease	C04	   Neoplasms
C0346010	Multiple fibrofolliculomas	disease	C04	   Neoplasms
C0496775	Malignant neoplasm of abdominal part of esophagus	disease	C04	   Neoplasms
C0010606	Adenoid Cystic Carcinoma	disease	C04	   Neoplasms
C1302773	Low Grade Squamous Intraepithelial Neoplasia	disease	C04	   Neoplasms
C0027660	Neoplasms, Glandular and Epithelial	group	C04	   Neoplasms
C1336905	Endometrial Endometrioid Adenocarcinoma	disease	C04	   Neoplasms
C1704317	Leukokeratosis	disease	C04	   Neoplasms
C1333015	Childhood Kidney Wilms Tumor	disease	C04	   Neoplasms
C3693482	Giant Cell Fibroblastoma	disease	C04	   Neoplasms
C0334348	Hidradenoma Papilliferum	disease	C04	   Neoplasms
C2919945	Cavernous Hemangioma of Brain	disease	C04	   Neoplasms
C2675440	Desmoid Tumor Caused By Somatic Mutation	disease	C04	   Neoplasms
C0206677	Adenomatous Polyps	disease	C04	   Neoplasms
C0014859	Esophageal Neoplasms	group	C04	   Neoplasms
C0018206	granulosa cell tumor	disease	C04	   Neoplasms
C0153394	Malignant tumor of posterior wall of nasopharynx	disease	C04	   Neoplasms
C0346379	Malignant melanoma of ciliary body	disease	C04	   Neoplasms
C0266571	Congenital retinal aneurysm	disease	C04	   Neoplasms
C2986561	Spindle Cell Oncocytoma of the Adenohypophysis	disease	C04	   Neoplasms
C0206644	Histiocytoma, Benign Fibrous	disease	C04	   Neoplasms
C0027830	neurofibroma	disease	C04	   Neoplasms
C1266129	Atypical Lipoma	disease	C04	   Neoplasms
C1333059	Conventional Lipoma	disease	C04	   Neoplasms
C0279658	Gallbladder squamous cell carcinoma	disease	C04	   Neoplasms
C4321324	Constitutional Mismatch Repair Deficiency Syndrome	disease	C04	   Neoplasms
C1859148	Chondrodysplasia, blomstrand type	disease	C04	   Neoplasms
C1335118	Oral Cavity Granular Cell Tumor	disease	C04	   Neoplasms
C0009405	Hereditary Nonpolyposis Colorectal Neoplasms	group	C04	   Neoplasms
C0749424	Thyroid Hurthle Cell Carcinoma	disease	C04	   Neoplasms
C0854906	Benign Schwannoma	disease	C04	   Neoplasms
C0206686	Adrenocortical carcinoma	disease	C04	   Neoplasms
C4704874	Mammary Carcinoma, Human	disease	C04	   Neoplasms
C4733329	familial acute myeloid leukemia	disease	C04	   Neoplasms
C0334381	Non-infiltrating lobular carcinoma	disease	C04	   Neoplasms
C0334373	Intraductal papillary adenocarcinoma with invasion	disease	C04	   Neoplasms
C1720430	Papillary carcinoma, clear cell	disease	C04	   Neoplasms
C1332218	Adult Type Ovarian Granulosa Cell Tumor	disease	C04	   Neoplasms
C0555198	Malignant Glioma	disease	C04	   Neoplasms
C0010709	Cyst	disease	C04	   Neoplasms
C4021250	Intracranial cystic lesion	phenotype	C04	   Neoplasms
C0677608	Chorioangioma	disease	C04	   Neoplasms
C0334385	Inflammatory carcinoma	phenotype	C04	   Neoplasms
C1720728	AIDS-related immunoblastic large cell lymphoma	disease	C04	   Neoplasms
C0205641	Adenocarcinoma, Basal Cell	disease	C04	   Neoplasms
C0496905	Neoplasm of uncertain or unknown behavior of stomach	disease	C04	   Neoplasms
C0242788	Breast Neoplasms, Male	group	C04	   Neoplasms
C1509147	Histiocytoma	disease	C04	   Neoplasms
C0206698	Cholangiocarcinoma	disease	C04	   Neoplasms
C3899668	Childhood Diffuse Astrocytoma	disease	C04	   Neoplasms
C0206731	Angiofibroma	disease	C04	   Neoplasms
C0302840	Toxic thyroid adenoma	disease	C04	   Neoplasms
C1850635	Atrial myxoma, familial	disease	C04	   Neoplasms
C1290309	Neoplasm of chest wall	disease	C04	   Neoplasms
C0349459	Cervical intraepithelial neoplasia grade 2	disease	C04	   Neoplasms
C0345963	Benign neoplasm of lung	disease	C04	   Neoplasms
C1332259	Adenocarcinoma of anal canal	disease	C04	   Neoplasms
C2939419	Secondary Neoplasm	group	C04	   Neoplasms
C3897747	recurrent childhood oligodendroglioma	disease	C04	   Neoplasms
C1304306	Metastatic basal cell carcinoma	disease	C04	   Neoplasms
C0040411	Tongue Neoplasms	group	C04	   Neoplasms
C3658267	Prostatic Neoplasms, Castration-Resistant	disease	C04	   Neoplasms
C0279682	Bladder Adenocarcinoma	disease	C04	   Neoplasms
C3658266	Prostatic Cancer, Castration-Resistant	disease	C04	   Neoplasms
C3900104	Adult Epithelioid Hemangioendothelioma	disease	C04	   Neoplasms
C0392784	Dermatofibrosarcoma Protuberans	disease	C04	   Neoplasms
C0263401	Cutis marmorata	disease	C04	   Neoplasms
