diseaseNID	diseaseClassNID	diseaseClassNID	vocabulary	diseaseClass	diseaseClassName	diseaseNID	diseaseId	diseaseName	type
18384	33	33	MSH	C10	   Nervous System Diseases	18384	C1858493	FEBRILE CONVULSIONS, FAMILIAL, 4	disease
18383	33	33	MSH	C10	   Nervous System Diseases	18383	C1858479	Spastic paraplegia 11, autosomal recessive	disease
11637	33	33	MSH	C10	   Nervous System Diseases	11637	C0751246	Illusions, Visual	disease
11638	33	33	MSH	C10	   Nervous System Diseases	11638	C0751249	Chronic Insomnia	disease
7119	33	33	MSH	C10	   Nervous System Diseases	7119	C0277821	Extrapyramidal Rigidity	phenotype
15284	33	33	MSH	C10	   Nervous System Diseases	15284	C1659098	Complete paraplegia	disease
5030	33	33	MSH	C10	   Nervous System Diseases	5030	C0234484	Aphasia, Syntactical	phenotype
2712	33	33	MSH	C10	   Nervous System Diseases	2712	C0036161	Sandhoff Disease	disease
14790	33	33	MSH	C10	   Nervous System Diseases	14790	C1414216	Dystonia 6, torsion (disorder)	disease
15908	33	33	MSH	C10	   Nervous System Diseases	15908	C1834846	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 1	disease
16321	33	33	MSH	C10	   Nervous System Diseases	16321	C1838062	Autosomal Dominant Lateral Temporal Lobe Epilepsy	disease
5519	33	33	MSH	C10	   Nervous System Diseases	5519	C0241831	Cerebral salt-wasting syndrome	disease
14912	33	33	MSH	C10	   Nervous System Diseases	14912	C1510429	Entrapment Neuropathies	group
322	33	33	MSH	C10	   Nervous System Diseases	322	C0005136	Berry Aneurysm	disease
9060	33	33	MSH	C10	   Nervous System Diseases	9060	C0393995	Quadriplegic cerebral palsy	disease
20824	33	33	MSH	C10	   Nervous System Diseases	20824	C2748571	Isolated Growth Hormone Deficiency, Type IB	disease
9098	33	33	MSH	C10	   Nervous System Diseases	9098	C0398568	Blood group deletion syndrome	disease
11942	33	33	MSH	C10	   Nervous System Diseases	11942	C0751898	Tic, Gestural	phenotype
19062	33	33	MSH	C10	   Nervous System Diseases	19062	C1864987	Migraine, Familial Hemiplegic, 3	disease
12045	33	33	MSH	C10	   Nervous System Diseases	12045	C0795688	Subarachnoid Hemorrhage, Intracranial	phenotype
1940	33	33	MSH	C10	   Nervous System Diseases	1940	C0025284	Meningeal Neoplasms	group
29812	33	33	MSH	C10	   Nervous System Diseases	29812	C4721887	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL DOMINANT, TYPE 2A2A	disease
2194	33	33	MSH	C10	   Nervous System Diseases	2194	C0028860	Oculocerebrorenal Syndrome	disease
19907	33	33	MSH	C10	   Nervous System Diseases	19907	C2079540	Charcot-Marie-Tooth disease, Type 2C	disease
11843	33	33	MSH	C10	   Nervous System Diseases	11843	C0751670	Machado-Joseph Disease Type III	disease
1941	33	33	MSH	C10	   Nervous System Diseases	1941	C0025286	Meningioma	disease
23371	33	33	MSH	C10	   Nervous System Diseases	23371	C3698239	Cerebral cortex myoclonus	disease
18000	33	33	MSH	C10	   Nervous System Diseases	18000	C1855675	Arima syndrome	disease
9914	33	33	MSH	C10	   Nervous System Diseases	9914	C0456511	Sleep Paralysis	disease
18583	33	33	MSH	C10	   Nervous System Diseases	18583	C1859878	Alopecia-Mental Retardation Syndrome 1	disease
17297	33	33	MSH	C10	   Nervous System Diseases	17297	C1849094	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 3	disease
17611	33	33	MSH	C10	   Nervous System Diseases	17611	C1851958	Lewy Body Variant of Alzheimer Disease	disease
27695	33	33	MSH	C10	   Nervous System Diseases	27695	C4274324	Genetic recurrent myoglobinuria	disease
20922	33	33	MSH	C10	   Nervous System Diseases	20922	C2750414	CAP MYOPATHY, TPM3-RELATED (disorder)	disease
20921	33	33	MSH	C10	   Nervous System Diseases	20921	C2750413	Cap Myopathy, Tpm2-Related	disease
16020	33	33	MSH	C10	   Nervous System Diseases	16020	C1836012	Hyperreflexia proximally	phenotype
23991	33	33	MSH	C10	   Nervous System Diseases	23991	C3839296	Phakomatosis cesiomarmorata	disease
10826	33	33	MSH	C10	   Nervous System Diseases	10826	C0597048	Neurogenic hypertension	disease
11541	33	33	MSH	C10	   Nervous System Diseases	11541	C0750989	External Carotid Artery Thrombosis	disease
1944	33	33	MSH	C10	   Nervous System Diseases	1944	C0025290	Aseptic Meningitis	disease
4453	33	33	MSH	C10	   Nervous System Diseases	4453	C0206247	Amyloid Neuropathies	disease
16260	33	33	MSH	C10	   Nervous System Diseases	16260	C1837541	SPINOCEREBELLAR ATAXIA 20	disease
16022	33	33	MSH	C10	   Nervous System Diseases	16022	C1836027	Deafness, Autosomal Recessive 23	disease
4454	33	33	MSH	C10	   Nervous System Diseases	4454	C0206307	Canavan Disease	disease
16621	33	33	MSH	C10	   Nervous System Diseases	16621	C1842161	Scapuloperoneal weakness	phenotype
21264	33	33	MSH	C10	   Nervous System Diseases	21264	C2930900	Beta-sarcoglycanopathy	disease
27524	33	33	MSH	C10	   Nervous System Diseases	27524	C4225351	White Sutton syndrome	disease
11545	33	33	MSH	C10	   Nervous System Diseases	11545	C0750994	Cerebellar Hemiataxia	phenotype
1946	33	33	MSH	C10	   Nervous System Diseases	1946	C0025294	Meningococcal meningitis	disease
11544	33	33	MSH	C10	   Nervous System Diseases	11544	C0750993	Schizophreniform Catatonia	phenotype
9805	33	33	MSH	C10	   Nervous System Diseases	9805	C0432416	Down Syndrome, Partial Trisomy 21	disease
16025	33	33	MSH	C10	   Nervous System Diseases	16025	C1836038	Poor head control	phenotype
16024	33	33	MSH	C10	   Nervous System Diseases	16024	C1836033	Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome	disease
17518	33	33	MSH	C10	   Nervous System Diseases	17518	C1850830	Exercise-induced myalgia	phenotype
20589	33	33	MSH	C10	   Nervous System Diseases	20589	C2678468	Amyotrophic Lateral Sclerosis 9	disease
10763	33	33	MSH	C10	   Nervous System Diseases	10763	C0585229	Multiple lacunar infarcts	disease
25173	33	33	MSH	C10	   Nervous System Diseases	25173	C4021124	Adrenocorticotropic hormone excess	phenotype
25710	33	33	MSH	C10	   Nervous System Diseases	25710	C4022685	Myotonia of the jaw	phenotype
6700	33	33	MSH	C10	   Nervous System Diseases	6700	C0270846	Epileptic drop attack	disease
11851	33	33	MSH	C10	   Nervous System Diseases	11851	C0751690	Malignant Peripheral Nerve Sheath Tumor	disease
28454	33	33	MSH	C10	   Nervous System Diseases	28454	C4476680	Non-rapid eye movement parasomnia	disease
11758	33	33	MSH	C10	   Nervous System Diseases	11758	C0751496	Seizures, Sensory	phenotype
3339	33	33	MSH	C10	   Nervous System Diseases	3339	C0085388	Intracranial Tuberculoma	disease
10840	33	33	MSH	C10	   Nervous System Diseases	10840	C0598275	Diffuse cerebral atrophy	phenotype
17810	33	33	MSH	C10	   Nervous System Diseases	17810	C1854187	ALZHEIMER DISEASE 6, LATE-ONSET	disease
15741	33	33	MSH	C10	   Nervous System Diseases	15741	C1832845	USHER SYNDROME, TYPE ID	disease
21016	33	33	MSH	C10	   Nervous System Diseases	21016	C2751325	46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy	disease
23386	33	33	MSH	C10	   Nervous System Diseases	23386	C3711370	Spastic Paraplegia Type 7	disease
838	33	33	MSH	C10	   Nervous System Diseases	838	C0013080	Down Syndrome	disease
19179	33	33	MSH	C10	   Nervous System Diseases	19179	C1866053	Deafness, Congenital Heart Defects, and Posterior Embryotoxon	disease
5141	33	33	MSH	C10	   Nervous System Diseases	5141	C0235840	Neonatal diarrhea	disease
504	33	33	MSH	C10	   Nervous System Diseases	504	C0007762	Cerebellar Neoplasms	group
2032	33	33	MSH	C10	   Nervous System Diseases	2032	C0026827	Muscle hypotonia	phenotype
11856	33	33	MSH	C10	   Nervous System Diseases	11856	C0751701	Hypokinesia, Antiorthostatic	phenotype
26096	33	33	MSH	C10	   Nervous System Diseases	26096	C4023678	Monocular strabismus	phenotype
17119	33	33	MSH	C10	   Nervous System Diseases	17119	C1847352	POLYMICROGYRIA, BILATERAL FRONTOPARIETAL	disease
22851	33	33	MSH	C10	   Nervous System Diseases	22851	C3536576	Chronic myelopathy	disease
9813	33	33	MSH	C10	   Nervous System Diseases	9813	C0432482	Fragile X chromosome	disease
17814	33	33	MSH	C10	   Nervous System Diseases	17814	C1854274	DEAFNESS, NONSYNDROMIC, MODIFIER 1 (disorder)	phenotype
2033	33	33	MSH	C10	   Nervous System Diseases	2033	C0026837	Muscle Rigidity	phenotype
17214	33	33	MSH	C10	   Nervous System Diseases	17214	C1848533	Ataxia with vitamin E deficiency	disease
929	33	33	MSH	C10	   Nervous System Diseases	929	C0014061	Tick-Borne Encephalitis	disease
1954	33	33	MSH	C10	   Nervous System Diseases	1954	C0025312	Meningomyelocele	disease
5635	33	33	MSH	C10	   Nervous System Diseases	5635	C0259813	Drop Attack	phenotype
20729	33	33	MSH	C10	   Nervous System Diseases	20729	C2718068	beta-Galactosidase Deficiency	disease
11555	33	33	MSH	C10	   Nervous System Diseases	11555	C0751011	Cerebral Infarction, Right Hemisphere	phenotype
18224	33	33	MSH	C10	   Nervous System Diseases	18224	C1857287	Stroke-like episode	phenotype
4239	33	33	MSH	C10	   Nervous System Diseases	4239	C0162674	Chronic progressive external ophthalmoplegia	disease
23392	33	33	MSH	C10	   Nervous System Diseases	23392	C3711380	Huntington Disease-Like Syndrome	disease
17026	33	33	MSH	C10	   Nervous System Diseases	17026	C1846278	MENTAL RETARDATION, EPILEPTIC SEIZURES, HYPOGONADISM AND HYPOGENITALISM, MICROCEPHALY, AND OBESITY (disorder)	disease
16848	33	33	MSH	C10	   Nervous System Diseases	16848	C1844678	Progressive hearing loss stapes fixation	disease
12398	33	33	MSH	C10	   Nervous System Diseases	12398	C0854486	Secretory adenoma of pituitary	disease
11862	33	33	MSH	C10	   Nervous System Diseases	11862	C0751712	Posterior Ischemic Optic Neuropathy	disease
17432	33	33	MSH	C10	   Nervous System Diseases	17432	C1850100	PARKINSON DISEASE 15, AUTOSOMAL RECESSIVE (disorder)	disease
9490	33	33	MSH	C10	   Nervous System Diseases	9490	C0424071	Hallucinations, Visual, Unformed	phenotype
11661	33	33	MSH	C10	   Nervous System Diseases	11661	C0751303	Cerebral Convexity Meningioma	disease
4815	33	33	MSH	C10	   Nervous System Diseases	4815	C0231690	Titubation	phenotype
19733	33	33	MSH	C10	   Nervous System Diseases	19733	C1969810	FEBRILE CONVULSIONS, FAMILIAL, 8	disease
21450	33	33	MSH	C10	   Nervous System Diseases	21450	C2931753	Achromatopsia incomplete, X-linked	disease
674	33	33	MSH	C10	   Nervous System Diseases	674	C0009952	Febrile Convulsions	disease
17532	33	33	MSH	C10	   Nervous System Diseases	17532	C1850993	Foveal Hypoplasia, Isolated	disease
10270	33	33	MSH	C10	   Nervous System Diseases	10270	C0521757	Conjugate Nystagmus	disease
29734	33	33	MSH	C10	   Nervous System Diseases	29734	C4707658	Acute encephalopathy with biphasic seizures and late reduced diffusion	disease
30259	33	33	MSH	C10	   Nervous System Diseases	30259	C4751168	Pitt Hopkins-like syndrome	disease
3186	33	33	MSH	C10	   Nervous System Diseases	3186	C0042940	Voice Disorders	group
9493	33	33	MSH	C10	   Nervous System Diseases	9493	C0424083	Hallucinations, Dissociative	phenotype
934	33	33	MSH	C10	   Nervous System Diseases	934	C0014072	Experimental Autoimmune Encephalomyelitis	disease
5840	33	33	MSH	C10	   Nervous System Diseases	5840	C0264622	Psychogenic voice disorder	disease
3013	33	33	MSH	C10	   Nervous System Diseases	3013	C0040264	Tinnitus	phenotype
11564	33	33	MSH	C10	   Nervous System Diseases	11564	C0751036	Hereditary Motor and Sensory Neuropathy Type I	disease
935	33	33	MSH	C10	   Nervous System Diseases	935	C0014077	Leukoencephalitis, Acute Hemorrhagic	disease
11565	33	33	MSH	C10	   Nervous System Diseases	11565	C0751037	Cockayne Syndrome, Type III	disease
20328	33	33	MSH	C10	   Nervous System Diseases	20328	C2674949	Chromosome 3q29 Deletion Syndrome	disease
16945	33	33	MSH	C10	   Nervous System Diseases	16945	C1845333	Mental Retardation, X-Linked 45	disease
5919	33	33	MSH	C10	   Nervous System Diseases	5919	C0265227	Schinzel-Giedion syndrome	disease
11870	33	33	MSH	C10	   Nervous System Diseases	11870	C0751740	Lenticulostriate Vasculopathy	disease
3526	33	33	MSH	C10	   Nervous System Diseases	3526	C0149645	Cervical myelopathy	disease
7920	33	33	MSH	C10	   Nervous System Diseases	7920	C0338551	Leprosy neuropathy	disease
13041	33	33	MSH	C10	   Nervous System Diseases	13041	C0949445	Cervical Dystonia	phenotype
2332	33	33	MSH	C10	   Nervous System Diseases	2332	C0030443	Familial Periodic Paralysis	disease
12008	33	33	MSH	C10	   Nervous System Diseases	12008	C0752207	Familial Dystonia	disease
10777	33	33	MSH	C10	   Nervous System Diseases	10777	C0586256	Demyelination of spinal cord	disease
11776	33	33	MSH	C10	   Nervous System Diseases	11776	C0751527	Stuttering, Adult	phenotype
19816	33	33	MSH	C10	   Nervous System Diseases	19816	C1970808	Xeroderma Pigmentosum B-Cockayne Syndrome	disease
2931	33	33	MSH	C10	   Nervous System Diseases	2931	C0038868	Progressive supranuclear palsy	disease
5063	33	33	MSH	C10	   Nervous System Diseases	5063	C0234972	Convulsive disorder	disease
2219	33	33	MSH	C10	   Nervous System Diseases	2219	C0029132	Disorder of the optic nerve	group
27231	33	33	MSH	C10	   Nervous System Diseases	27231	C4076686	Supine hypertension	disease
8985	33	33	MSH	C10	   Nervous System Diseases	8985	C0393591	AICARDI-GOUTIERES SYNDROME	disease
3966	33	33	MSH	C10	   Nervous System Diseases	3966	C0154742	Other lesions of median nerve	phenotype
9865	33	33	MSH	C10	   Nervous System Diseases	9865	C0454568	Transcortical sensory dysphasia	phenotype
15181	33	33	MSH	C10	   Nervous System Diseases	15181	C1565106	Headache Disorders, Primary	disease
11979	33	33	MSH	C10	   Nervous System Diseases	11979	C0752120	Spinocerebellar Ataxia Type 1	disease
16441	33	33	MSH	C10	   Nervous System Diseases	16441	C1839333	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 2	disease
17038	33	33	MSH	C10	   Nervous System Diseases	17038	C1846357	Meckel syndrome type 3	disease
175	33	33	MSH	C10	   Nervous System Diseases	175	C0002986	Fabry Disease	disease
11781	33	33	MSH	C10	   Nervous System Diseases	11781	C0751535	Syncope, Cardiogenic	phenotype
3193	33	33	MSH	C10	   Nervous System Diseases	3193	C0043019	Lateral Medullary Syndrome	disease
19004	33	33	MSH	C10	   Nervous System Diseases	19004	C1864670	Neuronal Ceroid Lipofuscinosis, Congenital	disease
19513	33	33	MSH	C10	   Nervous System Diseases	19513	C1956391	Temporal Arteritis	disease
17644	33	33	MSH	C10	   Nervous System Diseases	17644	C1852373	Mitochondrial encephalopathy	disease
21373	33	33	MSH	C10	   Nervous System Diseases	21373	C2931286	Warburton Anyane Yeboa syndrome	phenotype
8711	33	33	MSH	C10	   Nervous System Diseases	8711	C0347509	Benign neoplasm of central nervous system	group
5335	33	33	MSH	C10	   Nervous System Diseases	5335	C0238637	Anal pain	phenotype
6691	33	33	MSH	C10	   Nervous System Diseases	6691	C0270805	Hemiplegic cerebral palsy	disease
6394	33	33	MSH	C10	   Nervous System Diseases	6394	C0268222	Fucosidosis Type II	disease
7476	33	33	MSH	C10	   Nervous System Diseases	7476	C0282492	Sneddon Syndrome	disease
28764	33	33	MSH	C10	   Nervous System Diseases	28764	C4521042	Complete Trisomy 21 Syndrome	disease
11881	33	33	MSH	C10	   Nervous System Diseases	11881	C0751760	Shift-Work Sleep Disorder	disease
8992	33	33	MSH	C10	   Nervous System Diseases	8992	C0393615	Familial Tremor	disease
8993	33	33	MSH	C10	   Nervous System Diseases	8993	C0393626	Opsoclonus-Myoclonus Syndrome	disease
11677	33	33	MSH	C10	   Nervous System Diseases	11677	C0751341	Infectious Myelitis	disease
12268	33	33	MSH	C10	   Nervous System Diseases	12268	C0850703	Frequent falls	phenotype
8478	33	33	MSH	C10	   Nervous System Diseases	8478	C0344299	Temporal pallor of optic disc	disease
18237	33	33	MSH	C10	   Nervous System Diseases	18237	C1857423	Cystic Kidney Disease with Ventriculomegaly	disease
2141	33	33	MSH	C10	   Nervous System Diseases	2141	C0027813	Neuritis	disease
8994	33	33	MSH	C10	   Nervous System Diseases	8994	C0393639	Hashimoto's encephalitis	disease
24319	33	33	MSH	C10	   Nervous System Diseases	24319	C3890941	Acute Motor Axonal Neuropathy	disease
860	33	33	MSH	C10	   Nervous System Diseases	860	C0013363	Dysautonomia	disease
19747	33	33	MSH	C10	   Nervous System Diseases	19747	C1970106	Bpes, Type I, Autosomal Recessive	disease
20760	33	33	MSH	C10	   Nervous System Diseases	20760	C2732267	Auditory neuropathy spectrum disorder	disease
20952	33	33	MSH	C10	   Nervous System Diseases	20952	C2750748	Chromosome 17p13.3 Duplication Syndrome	disease
15764	33	33	MSH	C10	   Nervous System Diseases	15764	C1833102	DIABETES MELLITUS, PERMANENT NEONATAL, WITH NEUROLOGIC FEATURES	disease
21555	33	33	MSH	C10	   Nervous System Diseases	21555	C2936826	Fumaric aciduria	disease
23413	33	33	MSH	C10	   Nervous System Diseases	23413	C3714043	Trisomy Xq28	disease
17836	33	33	MSH	C10	   Nervous System Diseases	17836	C1854449	Neuropathy, hereditary motor and sensory, Russe type	disease
13022	33	33	MSH	C10	   Nervous System Diseases	13022	C0948825	Systremma	phenotype
9877	33	33	MSH	C10	   Nervous System Diseases	9877	C0454606	Oral Dyskinesia	disease
9430	33	33	MSH	C10	   Nervous System Diseases	9430	C0423063	Comitant heterophoria	disease
19176	33	33	MSH	C10	   Nervous System Diseases	19176	C1866039	EPISODIC ATAXIA, TYPE 5	disease
7140	33	33	MSH	C10	   Nervous System Diseases	7140	C0278110	Hemiplegia, Crossed	disease
9003	33	33	MSH	C10	   Nervous System Diseases	9003	C0393681	Rhinencephalic Epilepsy	disease
3806	33	33	MSH	C10	   Nervous System Diseases	3806	C0152444	Hydrorhachis	disease
22102	33	33	MSH	C10	   Nervous System Diseases	22102	C3163649	Functionless pituitary neoplasm	disease
15068	33	33	MSH	C10	   Nervous System Diseases	15068	C1531647	Cerebral ventriculomegaly	phenotype
22776	33	33	MSH	C10	   Nervous System Diseases	22776	C3495874	Nonepileptic Seizures	phenotype
28289	33	33	MSH	C10	   Nervous System Diseases	28289	C4316985	Cerebellar edema	disease
20956	33	33	MSH	C10	   Nervous System Diseases	20956	C2750786	Muscular Dystrophy, Congenital, Due To Integrin Alpha-7 Deficiency	disease
1486	33	33	MSH	C10	   Nervous System Diseases	1486	C0020524	Disorders of Excessive Somnolence	group
12577	33	33	MSH	C10	   Nervous System Diseases	12577	C0858312	Mycobacterium tuberculosis meningitis	disease
4267	33	33	MSH	C10	   Nervous System Diseases	4267	C0175683	Citrullinemia	disease
12097	33	33	MSH	C10	   Nervous System Diseases	12097	C0795934	Digitorenocerebral Syndrome	disease
19211	33	33	MSH	C10	   Nervous System Diseases	19211	C1866282	CEROID LIPOFUSCINOSIS, NEURONAL, 6	disease
6532	33	33	MSH	C10	   Nervous System Diseases	6532	C0268548	Hyperargininemia	phenotype
3765	33	33	MSH	C10	   Nervous System Diseases	3765	C0152207	Alternating Exotropia	disease
2763	33	33	MSH	C10	   Nervous System Diseases	2763	C0036659	Sensation Disorders	group
18432	33	33	MSH	C10	   Nervous System Diseases	18432	C1858916	DEAFNESS, AUTOSOMAL DOMINANT 16	disease
11587	33	33	MSH	C10	   Nervous System Diseases	11587	C0751110	Single Seizure	disease
12158	33	33	MSH	C10	   Nervous System Diseases	12158	C0796202	Wittwer syndrome	disease
16366	33	33	MSH	C10	   Nervous System Diseases	16366	C1838568	Sacral defect and anterior sacral meningocele	disease
24494	33	33	MSH	C10	   Nervous System Diseases	24494	C4014538	ADNP-related multiple congenital anomalies, intellectual disability, autism spectrum disorder	disease
7913	33	33	MSH	C10	   Nervous System Diseases	7913	C0338489	Status Migrainosus	disease
